title,category,skills,level,description
Principal Computer Vision Engineer,Data & AI,Python; PyTorch; CNN; OpenCV; CUDA,Principal,"Internship · On-site. We are hiring a Principal Computer Vision Engineer for our SaaS team. The ideal candidate has 12-20 years of experience and is proficient in Python, PyTorch, CNN, OpenCV, CUDA. This is a on-site internship position focused on delivering high-quality data & ai work."
Intern Data Scientist,Data & AI,Statistics; Scikit-learn; TensorFlow; NumPy; Python,Intern,"Full-time · Remote. We are hiring a Intern Data Scientist for our Fintech team. The ideal candidate has 0-1 years of experience and is proficient in Statistics, Scikit-learn, TensorFlow, NumPy, Python. This is a remote full-time position focused on delivering high-quality data & ai work."
Lead Data Analyst,Data & AI,A/B Testing; Power BI; Python; Tableau; SQL; Data Cleaning,Lead,"Full-time · Hybrid. We are hiring a Lead Data Analyst for our Gaming team. The ideal candidate has 8-14 years of experience and is proficient in A/B Testing, Power BI, Python, Tableau, SQL, Data Cleaning. This is a hybrid full-time position focused on delivering high-quality data & ai work."
Junior Data Engineer,Data & AI,Spark; Airflow; Snowflake; AWS; Python; SQL; Kafka,Junior,"Full-time · Hybrid. We are hiring a Junior Data Engineer for our Healthcare team. The ideal candidate has 1-3 years of experience and is proficient in Spark, Airflow, Snowflake, AWS, Python, SQL, Kafka. This is a hybrid full-time position focused on delivering high-quality data & ai work."
Principal Business Intelligence Analyst,Data & AI,Dashboards; Power BI; Data Warehousing; SQL; Python; Tableau; Reporting,Principal,"Internship · Hybrid. We are hiring a Principal Business Intelligence Analyst for our Fintech team. The ideal candidate has 12-20 years of experience and is proficient in Dashboards, Power BI, Data Warehousing, SQL, Python, Tableau, Reporting. This is a hybrid internship position focused on delivering high-quality data & ai work."
Intern Computer Vision Engineer,Data & AI,TensorFlow; PyTorch; CUDA; Python; CNN; Machine Learning,Intern,"Internship · Remote. We are hiring a Intern Computer Vision Engineer for our Fintech team. The ideal candidate has 0-1 years of experience and is proficient in TensorFlow, PyTorch, CUDA, Python, CNN, Machine Learning. This is a remote internship position focused on delivering high-quality data & ai work."
Mid-level Business Intelligence Analyst,Data & AI,Tableau; Dashboards; ETL; Data Warehousing; Python; Power BI; Excel,Mid-level,"Internship · Hybrid. We are hiring a Mid-level Business Intelligence Analyst for our Enterprise team. The ideal candidate has 3-6 years of experience and is proficient in Tableau, Dashboards, ETL, Data Warehousing, Python, Power BI, Excel. This is a hybrid internship position focused on delivering high-quality data & ai work."
Principal Machine Learning Engineer,Data & AI,TensorFlow; Python; Scikit-learn; MLOps; Docker; Deep Learning,Principal,"Internship · Remote. We are hiring a Principal Machine Learning Engineer for our Fintech team. The ideal candidate has 12-20 years of experience and is proficient in TensorFlow, Python, Scikit-learn, MLOps, Docker, Deep Learning. This is a remote internship position focused on delivering high-quality data & ai work."
Senior Data Analyst,Data & AI,Excel; Tableau; Power BI; SQL; Data Cleaning; Pandas; Python,Senior,"Internship · Remote. We are hiring a Senior Data Analyst for our EdTech team. The ideal candidate has 6-10 years of experience and is proficient in Excel, Tableau, Power BI, SQL, Data Cleaning, Pandas, Python. This is a remote internship position focused on delivering high-quality data & ai work."
Mid-level Business Intelligence Analyst,Data & AI,Dashboards; Python; DAX; SQL; Data Warehousing,Mid-level,"Contract · On-site. We are hiring a Mid-level Business Intelligence Analyst for our SaaS team. The ideal candidate has 3-6 years of experience and is proficient in Dashboards, Python, DAX, SQL, Data Warehousing. This is a on-site contract position focused on delivering high-quality data & ai work."
Mid-level NLP Engineer,Data & AI,spaCy; BERT; Machine Learning; Transformers; Text Mining,Mid-level,"Internship · Remote. We are hiring a Mid-level NLP Engineer for our Enterprise team. The ideal candidate has 3-6 years of experience and is proficient in spaCy, BERT, Machine Learning, Transformers, Text Mining. This is a remote internship position focused on delivering high-quality data & ai work."
Intern Computer Vision Engineer,Data & AI,C++; Deep Learning; TensorFlow; CNN; OpenCV; CUDA,Intern,"Full-time · On-site. We are hiring a Intern Computer Vision Engineer for our E-commerce team. The ideal candidate has 0-1 years of experience and is proficient in C++, Deep Learning, TensorFlow, CNN, OpenCV, CUDA. This is a on-site full-time position focused on delivering high-quality data & ai work."
Junior AI Researcher,Data & AI,NLP; Research; TensorFlow; Deep Learning; Python,Junior,"Internship · On-site. We are hiring a Junior AI Researcher for our Fintech team. The ideal candidate has 1-3 years of experience and is proficient in NLP, Research, TensorFlow, Deep Learning, Python. This is a on-site internship position focused on delivering high-quality data & ai work."
Principal Computer Vision Engineer,Data & AI,CUDA; Machine Learning; OpenCV; CNN; TensorFlow; C++; PyTorch,Principal,"Contract · Remote. We are hiring a Principal Computer Vision Engineer for our Gaming team. The ideal candidate has 12-20 years of experience and is proficient in CUDA, Machine Learning, OpenCV, CNN, TensorFlow, C++, PyTorch. This is a remote contract position focused on delivering high-quality data & ai work."
Principal NLP Engineer,Data & AI,spaCy; PyTorch; Deep Learning; Transformers; BERT,Principal,"Internship · Hybrid. We are hiring a Principal NLP Engineer for our Startup team. The ideal candidate has 12-20 years of experience and is proficient in spaCy, PyTorch, Deep Learning, Transformers, BERT. This is a hybrid internship position focused on delivering high-quality data & ai work."
Junior Data Scientist,Data & AI,Scikit-learn; Python; Pandas; TensorFlow; Jupyter,Junior,"Internship · Remote. We are hiring a Junior Data Scientist for our SaaS team. The ideal candidate has 1-3 years of experience and is proficient in Scikit-learn, Python, Pandas, TensorFlow, Jupyter. This is a remote internship position focused on delivering high-quality data & ai work."
Mid-level Computer Vision Engineer,Data & AI,OpenCV; Python; C++; Deep Learning; TensorFlow,Mid-level,"Contract · Hybrid. We are hiring a Mid-level Computer Vision Engineer for our SaaS team. The ideal candidate has 3-6 years of experience and is proficient in OpenCV, Python, C++, Deep Learning, TensorFlow. This is a hybrid contract position focused on delivering high-quality data & ai work."
Intern Data Analyst,Data & AI,Data Cleaning; SQL; Python; Tableau; Power BI,Intern,"Internship · Remote. We are hiring a Intern Data Analyst for our Healthcare team. The ideal candidate has 0-1 years of experience and is proficient in Data Cleaning, SQL, Python, Tableau, Power BI. This is a remote internship position focused on delivering high-quality data & ai work."
Lead Data Engineer,Data & AI,Kafka; Hadoop; SQL; AWS; Airflow; Data Modeling,Lead,"Internship · Hybrid. We are hiring a Lead Data Engineer for our EdTech team. The ideal candidate has 8-14 years of experience and is proficient in Kafka, Hadoop, SQL, AWS, Airflow, Data Modeling. This is a hybrid internship position focused on delivering high-quality data & ai work."
Mid-level Business Intelligence Analyst,Data & AI,SQL; Dashboards; ETL; Tableau; Reporting; DAX,Mid-level,"Contract · Remote. We are hiring a Mid-level Business Intelligence Analyst for our Startup team. The ideal candidate has 3-6 years of experience and is proficient in SQL, Dashboards, ETL, Tableau, Reporting, DAX. This is a remote contract position focused on delivering high-quality data & ai work."
Junior Computer Vision Engineer,Data & AI,TensorFlow; CUDA; Python; CNN; Machine Learning; Image Processing,Junior,"Internship · On-site. We are hiring a Junior Computer Vision Engineer for our SaaS team. The ideal candidate has 1-3 years of experience and is proficient in TensorFlow, CUDA, Python, CNN, Machine Learning, Image Processing. This is a on-site internship position focused on delivering high-quality data & ai work."
Senior AI Researcher,Data & AI,Research; Python; Reinforcement Learning; Deep Learning; PyTorch; TensorFlow; NLP,Senior,"Full-time · On-site. We are hiring a Senior AI Researcher for our EdTech team. The ideal candidate has 6-10 years of experience and is proficient in Research, Python, Reinforcement Learning, Deep Learning, PyTorch, TensorFlow, NLP. This is a on-site full-time position focused on delivering high-quality data & ai work."
Intern Machine Learning Engineer,Data & AI,SQL; Model Deployment; Machine Learning; Deep Learning; TensorFlow,Intern,"Internship · Remote. We are hiring a Intern Machine Learning Engineer for our EdTech team. The ideal candidate has 0-1 years of experience and is proficient in SQL, Model Deployment, Machine Learning, Deep Learning, TensorFlow. This is a remote internship position focused on delivering high-quality data & ai work."
Mid-level Computer Vision Engineer,Data & AI,TensorFlow; Machine Learning; C++; Image Processing; OpenCV,Mid-level,"Internship · Hybrid. We are hiring a Mid-level Computer Vision Engineer for our Enterprise team. The ideal candidate has 3-6 years of experience and is proficient in TensorFlow, Machine Learning, C++, Image Processing, OpenCV. This is a hybrid internship position focused on delivering high-quality data & ai work."
Intern Data Analyst,Data & AI,SQL; Data Cleaning; Python; Pandas; Excel; Tableau,Intern,"Contract · Hybrid. We are hiring a Intern Data Analyst for our Fintech team. The ideal candidate has 0-1 years of experience and is proficient in SQL, Data Cleaning, Python, Pandas, Excel, Tableau. This is a hybrid contract position focused on delivering high-quality data & ai work."
Intern Business Intelligence Analyst,Data & AI,Excel; Dashboards; Power BI; ETL; SQL; Reporting,Intern,"Contract · On-site. We are hiring a Intern Business Intelligence Analyst for our Enterprise team. The ideal candidate has 0-1 years of experience and is proficient in Excel, Dashboards, Power BI, ETL, SQL, Reporting. This is a on-site contract position focused on delivering high-quality data & ai work."
Intern Business Intelligence Analyst,Data & AI,ETL; Data Warehousing; Excel; DAX; Power BI,Intern,"Full-time · On-site. We are hiring a Intern Business Intelligence Analyst for our EdTech team. The ideal candidate has 0-1 years of experience and is proficient in ETL, Data Warehousing, Excel, DAX, Power BI. This is a on-site full-time position focused on delivering high-quality data & ai work."
Junior Data Scientist,Data & AI,SQL; Machine Learning; TensorFlow; Data Visualization; Scikit-learn; Python,Junior,"Contract · Hybrid. We are hiring a Junior Data Scientist for our Startup team. The ideal candidate has 1-3 years of experience and is proficient in SQL, Machine Learning, TensorFlow, Data Visualization, Scikit-learn, Python. This is a hybrid contract position focused on delivering high-quality data & ai work."
Junior Data Scientist,Data & AI,Jupyter; Machine Learning; NumPy; Scikit-learn; Statistics; Python,Junior,"Full-time · Hybrid. We are hiring a Junior Data Scientist for our Healthcare team. The ideal candidate has 1-3 years of experience and is proficient in Jupyter, Machine Learning, NumPy, Scikit-learn, Statistics, Python. This is a hybrid full-time position focused on delivering high-quality data & ai work."
Lead AI Researcher,Data & AI,Machine Learning; PyTorch; Deep Learning; Reinforcement Learning; Research; Publications; Python,Lead,"Internship · Remote. We are hiring a Lead AI Researcher for our Healthcare team. The ideal candidate has 8-14 years of experience and is proficient in Machine Learning, PyTorch, Deep Learning, Reinforcement Learning, Research, Publications, Python. This is a remote internship position focused on delivering high-quality data & ai work."
Principal NLP Engineer,Data & AI,Tokenization; BERT; NLP; Text Mining; spaCy,Principal,"Contract · Hybrid. We are hiring a Principal NLP Engineer for our Fintech team. The ideal candidate has 12-20 years of experience and is proficient in Tokenization, BERT, NLP, Text Mining, spaCy. This is a hybrid contract position focused on delivering high-quality data & ai work."
Lead Computer Vision Engineer,Data & AI,Machine Learning; C++; Image Processing; CUDA; OpenCV; Deep Learning,Lead,"Internship · On-site. We are hiring a Lead Computer Vision Engineer for our Gaming team. The ideal candidate has 8-14 years of experience and is proficient in Machine Learning, C++, Image Processing, CUDA, OpenCV, Deep Learning. This is a on-site internship position focused on delivering high-quality data & ai work."
Mid-level Computer Vision Engineer,Data & AI,TensorFlow; OpenCV; CNN; C++; Deep Learning; CUDA; Machine Learning,Mid-level,"Internship · On-site. We are hiring a Mid-level Computer Vision Engineer for our Gaming team. The ideal candidate has 3-6 years of experience and is proficient in TensorFlow, OpenCV, CNN, C++, Deep Learning, CUDA, Machine Learning. This is a on-site internship position focused on delivering high-quality data & ai work."
Lead Data Engineer,Data & AI,Kafka; Airflow; SQL; Data Modeling; Hadoop; Snowflake,Lead,"Internship · On-site. We are hiring a Lead Data Engineer for our SaaS team. The ideal candidate has 8-14 years of experience and is proficient in Kafka, Airflow, SQL, Data Modeling, Hadoop, Snowflake. This is a on-site internship position focused on delivering high-quality data & ai work."
Mid-level Business Intelligence Analyst,Data & AI,Tableau; SQL; Power BI; Dashboards; Excel,Mid-level,"Internship · Remote. We are hiring a Mid-level Business Intelligence Analyst for our Fintech team. The ideal candidate has 3-6 years of experience and is proficient in Tableau, SQL, Power BI, Dashboards, Excel. This is a remote internship position focused on delivering high-quality data & ai work."
Senior Business Intelligence Analyst,Data & AI,Data Warehousing; SQL; Excel; Power BI; DAX; Reporting,Senior,"Contract · On-site. We are hiring a Senior Business Intelligence Analyst for our Fintech team. The ideal candidate has 6-10 years of experience and is proficient in Data Warehousing, SQL, Excel, Power BI, DAX, Reporting. This is a on-site contract position focused on delivering high-quality data & ai work."
Lead AI Researcher,Data & AI,Reinforcement Learning; Research; Publications; PyTorch; Mathematics; Machine Learning; TensorFlow,Lead,"Contract · Remote. We are hiring a Lead AI Researcher for our Healthcare team. The ideal candidate has 8-14 years of experience and is proficient in Reinforcement Learning, Research, Publications, PyTorch, Mathematics, Machine Learning, TensorFlow. This is a remote contract position focused on delivering high-quality data & ai work."
Lead AI Researcher,Data & AI,Research; Publications; Deep Learning; NLP; Machine Learning; PyTorch,Lead,"Full-time · Remote. We are hiring a Lead AI Researcher for our Fintech team. The ideal candidate has 8-14 years of experience and is proficient in Research, Publications, Deep Learning, NLP, Machine Learning, PyTorch. This is a remote full-time position focused on delivering high-quality data & ai work."
Mid-level Computer Vision Engineer,Data & AI,Machine Learning; Python; Deep Learning; Image Processing; TensorFlow; C++,Mid-level,"Contract · Hybrid. We are hiring a Mid-level Computer Vision Engineer for our E-commerce team. The ideal candidate has 3-6 years of experience and is proficient in Machine Learning, Python, Deep Learning, Image Processing, TensorFlow, C++. This is a hybrid contract position focused on delivering high-quality data & ai work."
Principal AI Researcher,Data & AI,Mathematics; Python; Publications; Deep Learning; Reinforcement Learning,Principal,"Contract · Remote. We are hiring a Principal AI Researcher for our Fintech team. The ideal candidate has 12-20 years of experience and is proficient in Mathematics, Python, Publications, Deep Learning, Reinforcement Learning. This is a remote contract position focused on delivering high-quality data & ai work."
Principal NLP Engineer,Data & AI,NLP; Deep Learning; Tokenization; Machine Learning; spaCy; BERT; Python,Principal,"Contract · Hybrid. We are hiring a Principal NLP Engineer for our Gaming team. The ideal candidate has 12-20 years of experience and is proficient in NLP, Deep Learning, Tokenization, Machine Learning, spaCy, BERT, Python. This is a hybrid contract position focused on delivering high-quality data & ai work."
Intern Machine Learning Engineer,Data & AI,Model Deployment; Deep Learning; Machine Learning; MLOps; PyTorch,Intern,"Contract · On-site. We are hiring a Intern Machine Learning Engineer for our Startup team. The ideal candidate has 0-1 years of experience and is proficient in Model Deployment, Deep Learning, Machine Learning, MLOps, PyTorch. This is a on-site contract position focused on delivering high-quality data & ai work."
Mid-level Data Analyst,Data & AI,SQL; Statistics; Python; A/B Testing; Pandas; Excel; Data Cleaning,Mid-level,"Internship · Hybrid. We are hiring a Mid-level Data Analyst for our EdTech team. The ideal candidate has 3-6 years of experience and is proficient in SQL, Statistics, Python, A/B Testing, Pandas, Excel, Data Cleaning. This is a hybrid internship position focused on delivering high-quality data & ai work."
Lead NLP Engineer,Data & AI,Text Mining; Tokenization; Transformers; Python; spaCy; BERT,Lead,"Full-time · Remote. We are hiring a Lead NLP Engineer for our SaaS team. The ideal candidate has 8-14 years of experience and is proficient in Text Mining, Tokenization, Transformers, Python, spaCy, BERT. This is a remote full-time position focused on delivering high-quality data & ai work."
Senior Data Scientist,Data & AI,TensorFlow; Statistics; Scikit-learn; NumPy; Pandas; SQL,Senior,"Contract · On-site. We are hiring a Senior Data Scientist for our Healthcare team. The ideal candidate has 6-10 years of experience and is proficient in TensorFlow, Statistics, Scikit-learn, NumPy, Pandas, SQL. This is a on-site contract position focused on delivering high-quality data & ai work."
Mid-level Computer Vision Engineer,Data & AI,PyTorch; Machine Learning; OpenCV; Deep Learning; Image Processing; CNN; TensorFlow,Mid-level,"Internship · Hybrid. We are hiring a Mid-level Computer Vision Engineer for our Gaming team. The ideal candidate has 3-6 years of experience and is proficient in PyTorch, Machine Learning, OpenCV, Deep Learning, Image Processing, CNN, TensorFlow. This is a hybrid internship position focused on delivering high-quality data & ai work."
Intern Computer Vision Engineer,Data & AI,PyTorch; OpenCV; TensorFlow; C++; Python,Intern,"Contract · Remote. We are hiring a Intern Computer Vision Engineer for our Gaming team. The ideal candidate has 0-1 years of experience and is proficient in PyTorch, OpenCV, TensorFlow, C++, Python. This is a remote contract position focused on delivering high-quality data & ai work."
Lead Computer Vision Engineer,Data & AI,Machine Learning; Image Processing; OpenCV; CUDA; TensorFlow,Lead,"Internship · On-site. We are hiring a Lead Computer Vision Engineer for our Startup team. The ideal candidate has 8-14 years of experience and is proficient in Machine Learning, Image Processing, OpenCV, CUDA, TensorFlow. This is a on-site internship position focused on delivering high-quality data & ai work."
Principal Data Engineer,Data & AI,Data Modeling; Hadoop; Spark; Snowflake; SQL; ETL,Principal,"Internship · Hybrid. We are hiring a Principal Data Engineer for our SaaS team. The ideal candidate has 12-20 years of experience and is proficient in Data Modeling, Hadoop, Spark, Snowflake, SQL, ETL. This is a hybrid internship position focused on delivering high-quality data & ai work."
Intern Data Analyst,Data & AI,SQL; Power BI; Statistics; A/B Testing; Tableau; Data Cleaning,Intern,"Full-time · Hybrid. We are hiring a Intern Data Analyst for our SaaS team. The ideal candidate has 0-1 years of experience and is proficient in SQL, Power BI, Statistics, A/B Testing, Tableau, Data Cleaning. This is a hybrid full-time position focused on delivering high-quality data & ai work."
Principal Business Intelligence Analyst,Data & AI,Power BI; SQL; ETL; Data Warehousing; Excel,Principal,"Contract · On-site. We are hiring a Principal Business Intelligence Analyst for our Healthcare team. The ideal candidate has 12-20 years of experience and is proficient in Power BI, SQL, ETL, Data Warehousing, Excel. This is a on-site contract position focused on delivering high-quality data & ai work."
Principal Computer Vision Engineer,Data & AI,Python; OpenCV; CNN; C++; Image Processing; PyTorch,Principal,"Contract · Hybrid. We are hiring a Principal Computer Vision Engineer for our EdTech team. The ideal candidate has 12-20 years of experience and is proficient in Python, OpenCV, CNN, C++, Image Processing, PyTorch. This is a hybrid contract position focused on delivering high-quality data & ai work."
Principal Machine Learning Engineer,Data & AI,Model Deployment; Scikit-learn; Deep Learning; PyTorch; SQL; Docker; Machine Learning,Principal,"Internship · Remote. We are hiring a Principal Machine Learning Engineer for our E-commerce team. The ideal candidate has 12-20 years of experience and is proficient in Model Deployment, Scikit-learn, Deep Learning, PyTorch, SQL, Docker, Machine Learning. This is a remote internship position focused on delivering high-quality data & ai work."
Senior Computer Vision Engineer,Data & AI,Machine Learning; PyTorch; Python; Deep Learning; Image Processing; OpenCV,Senior,"Internship · Remote. We are hiring a Senior Computer Vision Engineer for our SaaS team. The ideal candidate has 6-10 years of experience and is proficient in Machine Learning, PyTorch, Python, Deep Learning, Image Processing, OpenCV. This is a remote internship position focused on delivering high-quality data & ai work."
Senior Data Scientist,Data & AI,Pandas; Scikit-learn; Jupyter; Machine Learning; Python; Statistics,Senior,"Internship · Hybrid. We are hiring a Senior Data Scientist for our Gaming team. The ideal candidate has 6-10 years of experience and is proficient in Pandas, Scikit-learn, Jupyter, Machine Learning, Python, Statistics. This is a hybrid internship position focused on delivering high-quality data & ai work."
Principal AI Researcher,Data & AI,PyTorch; Reinforcement Learning; Publications; Deep Learning; Machine Learning; Research,Principal,"Internship · Hybrid. We are hiring a Principal AI Researcher for our EdTech team. The ideal candidate has 12-20 years of experience and is proficient in PyTorch, Reinforcement Learning, Publications, Deep Learning, Machine Learning, Research. This is a hybrid internship position focused on delivering high-quality data & ai work."
Intern Machine Learning Engineer,Data & AI,Scikit-learn; TensorFlow; Deep Learning; MLOps; Machine Learning; Model Deployment; PyTorch,Intern,"Internship · Remote. We are hiring a Intern Machine Learning Engineer for our SaaS team. The ideal candidate has 0-1 years of experience and is proficient in Scikit-learn, TensorFlow, Deep Learning, MLOps, Machine Learning, Model Deployment, PyTorch. This is a remote internship position focused on delivering high-quality data & ai work."
Mid-level Business Intelligence Analyst,Data & AI,Tableau; Dashboards; Reporting; DAX; Power BI; ETL; Python,Mid-level,"Full-time · Remote. We are hiring a Mid-level Business Intelligence Analyst for our Startup team. The ideal candidate has 3-6 years of experience and is proficient in Tableau, Dashboards, Reporting, DAX, Power BI, ETL, Python. This is a remote full-time position focused on delivering high-quality data & ai work."
Intern NLP Engineer,Data & AI,spaCy; Text Mining; Deep Learning; Transformers; PyTorch; Machine Learning,Intern,"Contract · Hybrid. We are hiring a Intern NLP Engineer for our Fintech team. The ideal candidate has 0-1 years of experience and is proficient in spaCy, Text Mining, Deep Learning, Transformers, PyTorch, Machine Learning. This is a hybrid contract position focused on delivering high-quality data & ai work."
Mid-level NLP Engineer,Data & AI,Deep Learning; NLP; Machine Learning; PyTorch; Python,Mid-level,"Contract · Remote. We are hiring a Mid-level NLP Engineer for our Fintech team. The ideal candidate has 3-6 years of experience and is proficient in Deep Learning, NLP, Machine Learning, PyTorch, Python. This is a remote contract position focused on delivering high-quality data & ai work."
Principal Data Analyst,Data & AI,Data Cleaning; Power BI; Reporting; Tableau; Excel; Pandas,Principal,"Contract · Hybrid. We are hiring a Principal Data Analyst for our Startup team. The ideal candidate has 12-20 years of experience and is proficient in Data Cleaning, Power BI, Reporting, Tableau, Excel, Pandas. This is a hybrid contract position focused on delivering high-quality data & ai work."
Senior Data Scientist,Data & AI,Machine Learning; Jupyter; Data Visualization; Python; Scikit-learn,Senior,"Internship · Remote. We are hiring a Senior Data Scientist for our Startup team. The ideal candidate has 6-10 years of experience and is proficient in Machine Learning, Jupyter, Data Visualization, Python, Scikit-learn. This is a remote internship position focused on delivering high-quality data & ai work."
Principal Data Analyst,Data & AI,Python; A/B Testing; Excel; Data Cleaning; Pandas; Power BI,Principal,"Full-time · Hybrid. We are hiring a Principal Data Analyst for our EdTech team. The ideal candidate has 12-20 years of experience and is proficient in Python, A/B Testing, Excel, Data Cleaning, Pandas, Power BI. This is a hybrid full-time position focused on delivering high-quality data & ai work."
Intern Data Engineer,Data & AI,Snowflake; Kafka; SQL; Hadoop; AWS; Airflow,Intern,"Contract · On-site. We are hiring a Intern Data Engineer for our SaaS team. The ideal candidate has 0-1 years of experience and is proficient in Snowflake, Kafka, SQL, Hadoop, AWS, Airflow. This is a on-site contract position focused on delivering high-quality data & ai work."
Mid-level Data Scientist,Data & AI,Pandas; SQL; NumPy; Scikit-learn; TensorFlow,Mid-level,"Contract · Remote. We are hiring a Mid-level Data Scientist for our Gaming team. The ideal candidate has 3-6 years of experience and is proficient in Pandas, SQL, NumPy, Scikit-learn, TensorFlow. This is a remote contract position focused on delivering high-quality data & ai work."
Principal Data Engineer,Data & AI,Airflow; SQL; Snowflake; Kafka; AWS,Principal,"Contract · Hybrid. We are hiring a Principal Data Engineer for our EdTech team. The ideal candidate has 12-20 years of experience and is proficient in Airflow, SQL, Snowflake, Kafka, AWS. This is a hybrid contract position focused on delivering high-quality data & ai work."
