title,category,skills,level,description
Senior Graphic Designer,Design,Illustrator; Creativity; Color Theory; Photoshop; InDesign; Typography,Senior,"Internship · Remote. We are hiring a Senior Graphic Designer for our Startup team. The ideal candidate has 6-10 years of experience and is proficient in Illustrator, Creativity, Color Theory, Photoshop, InDesign, Typography. This is a remote internship position focused on delivering high-quality design work."
Senior Product Designer,Design,Prototyping; Design Systems; UI Design; Sketch; User Research,Senior,"Internship · On-site. We are hiring a Senior Product Designer for our EdTech team. The ideal candidate has 6-10 years of experience and is proficient in Prototyping, Design Systems, UI Design, Sketch, User Research. This is a on-site internship position focused on delivering high-quality design work."
Intern Interaction Designer,Design,After Effects; Usability Testing; Figma; Prototyping; User Research,Intern,"Contract · Remote. We are hiring a Intern Interaction Designer for our EdTech team. The ideal candidate has 0-1 years of experience and is proficient in After Effects, Usability Testing, Figma, Prototyping, User Research. This is a remote contract position focused on delivering high-quality design work."
Lead UI Designer,Design,Figma; Typography; Prototyping; HTML; Color Theory; Adobe XD; Sketch,Lead,"Internship · Hybrid. We are hiring a Lead UI Designer for our Healthcare team. The ideal candidate has 8-14 years of experience and is proficient in Figma, Typography, Prototyping, HTML, Color Theory, Adobe XD, Sketch. This is a hybrid internship position focused on delivering high-quality design work."
Senior Graphic Designer,Design,Illustrator; Layout Design; Branding; Color Theory; Creativity,Senior,"Contract · Hybrid. We are hiring a Senior Graphic Designer for our Startup team. The ideal candidate has 6-10 years of experience and is proficient in Illustrator, Layout Design, Branding, Color Theory, Creativity. This is a hybrid contract position focused on delivering high-quality design work."
Senior Product Designer,Design,Interaction Design; Figma; UX Design; User Research; Design Systems; Wireframing; Prototyping,Senior,"Full-time · On-site. We are hiring a Senior Product Designer for our Healthcare team. The ideal candidate has 6-10 years of experience and is proficient in Interaction Design, Figma, UX Design, User Research, Design Systems, Wireframing, Prototyping. This is a on-site full-time position focused on delivering high-quality design work."
Mid-level UX Designer,Design,User Research; Personas; Information Architecture; Design Thinking; Journey Mapping; Figma,Mid-level,"Full-time · Remote. We are hiring a Mid-level UX Designer for our Fintech team. The ideal candidate has 3-6 years of experience and is proficient in User Research, Personas, Information Architecture, Design Thinking, Journey Mapping, Figma. This is a remote full-time position focused on delivering high-quality design work."
Lead Graphic Designer,Design,Adobe XD; Illustrator; Creativity; Color Theory; Typography; Layout Design,Lead,"Contract · On-site. We are hiring a Lead Graphic Designer for our Enterprise team. The ideal candidate has 8-14 years of experience and is proficient in Adobe XD, Illustrator, Creativity, Color Theory, Typography, Layout Design. This is a on-site contract position focused on delivering high-quality design work."
Mid-level Product Designer,Design,Usability Testing; Interaction Design; Wireframing; Sketch; Figma; User Research; UX Design,Mid-level,"Full-time · Hybrid. We are hiring a Mid-level Product Designer for our Startup team. The ideal candidate has 3-6 years of experience and is proficient in Usability Testing, Interaction Design, Wireframing, Sketch, Figma, User Research, UX Design. This is a hybrid full-time position focused on delivering high-quality design work."
Mid-level UI Designer,Design,Color Theory; Sketch; Figma; Typography; Prototyping,Mid-level,"Full-time · Remote. We are hiring a Mid-level UI Designer for our Enterprise team. The ideal candidate has 3-6 years of experience and is proficient in Color Theory, Sketch, Figma, Typography, Prototyping. This is a remote full-time position focused on delivering high-quality design work."
Junior Graphic Designer,Design,InDesign; Color Theory; Print Design; Creativity; Branding,Junior,"Full-time · Remote. We are hiring a Junior Graphic Designer for our EdTech team. The ideal candidate has 1-3 years of experience and is proficient in InDesign, Color Theory, Print Design, Creativity, Branding. This is a remote full-time position focused on delivering high-quality design work."
Senior Interaction Designer,Design,Usability Testing; After Effects; Prototyping; Motion Design; User Research; Wireframing,Senior,"Internship · On-site. We are hiring a Senior Interaction Designer for our E-commerce team. The ideal candidate has 6-10 years of experience and is proficient in Usability Testing, After Effects, Prototyping, Motion Design, User Research, Wireframing. This is a on-site internship position focused on delivering high-quality design work."
Mid-level Product Designer,Design,Prototyping; Sketch; User Research; UI Design; Figma,Mid-level,"Contract · On-site. We are hiring a Mid-level Product Designer for our Startup team. The ideal candidate has 3-6 years of experience and is proficient in Prototyping, Sketch, User Research, UI Design, Figma. This is a on-site contract position focused on delivering high-quality design work."
Principal Interaction Designer,Design,Motion Design; After Effects; Figma; Usability Testing; Wireframing; User Research; UX Design,Principal,"Full-time · On-site. We are hiring a Principal Interaction Designer for our Startup team. The ideal candidate has 12-20 years of experience and is proficient in Motion Design, After Effects, Figma, Usability Testing, Wireframing, User Research, UX Design. This is a on-site full-time position focused on delivering high-quality design work."
Lead Graphic Designer,Design,Creativity; Typography; Photoshop; Illustrator; Layout Design,Lead,"Full-time · Remote. We are hiring a Lead Graphic Designer for our Healthcare team. The ideal candidate has 8-14 years of experience and is proficient in Creativity, Typography, Photoshop, Illustrator, Layout Design. This is a remote full-time position focused on delivering high-quality design work."
Senior Interaction Designer,Design,Interaction Design; Prototyping; Wireframing; Motion Design; Design Systems; Usability Testing,Senior,"Internship · Remote. We are hiring a Senior Interaction Designer for our SaaS team. The ideal candidate has 6-10 years of experience and is proficient in Interaction Design, Prototyping, Wireframing, Motion Design, Design Systems, Usability Testing. This is a remote internship position focused on delivering high-quality design work."
Mid-level Graphic Designer,Design,Layout Design; Color Theory; Adobe XD; Typography; Photoshop; Print Design; InDesign,Mid-level,"Full-time · On-site. We are hiring a Mid-level Graphic Designer for our EdTech team. The ideal candidate has 3-6 years of experience and is proficient in Layout Design, Color Theory, Adobe XD, Typography, Photoshop, Print Design, InDesign. This is a on-site full-time position focused on delivering high-quality design work."
Junior UX Designer,Design,Prototyping; Journey Mapping; Figma; User Research; Personas,Junior,"Contract · On-site. We are hiring a Junior UX Designer for our SaaS team. The ideal candidate has 1-3 years of experience and is proficient in Prototyping, Journey Mapping, Figma, User Research, Personas. This is a on-site contract position focused on delivering high-quality design work."
Principal UI Designer,Design,CSS; Wireframing; Figma; Color Theory; Adobe XD,Principal,"Contract · Remote. We are hiring a Principal UI Designer for our E-commerce team. The ideal candidate has 12-20 years of experience and is proficient in CSS, Wireframing, Figma, Color Theory, Adobe XD. This is a remote contract position focused on delivering high-quality design work."
Intern UI Designer,Design,HTML; Color Theory; Figma; Adobe XD; Sketch; Prototyping; Design Systems,Intern,"Full-time · Remote. We are hiring a Intern UI Designer for our Startup team. The ideal candidate has 0-1 years of experience and is proficient in HTML, Color Theory, Figma, Adobe XD, Sketch, Prototyping, Design Systems. This is a remote full-time position focused on delivering high-quality design work."
Mid-level Product Designer,Design,Prototyping; Sketch; Wireframing; Interaction Design; Design Systems,Mid-level,"Internship · Hybrid. We are hiring a Mid-level Product Designer for our EdTech team. The ideal candidate has 3-6 years of experience and is proficient in Prototyping, Sketch, Wireframing, Interaction Design, Design Systems. This is a hybrid internship position focused on delivering high-quality design work."
Intern UX Designer,Design,Figma; Information Architecture; Design Thinking; Prototyping; Personas; Accessibility,Intern,"Full-time · Remote. We are hiring a Intern UX Designer for our SaaS team. The ideal candidate has 0-1 years of experience and is proficient in Figma, Information Architecture, Design Thinking, Prototyping, Personas, Accessibility. This is a remote full-time position focused on delivering high-quality design work."
Intern Interaction Designer,Design,Figma; After Effects; Design Systems; Usability Testing; Prototyping,Intern,"Contract · On-site. We are hiring a Intern Interaction Designer for our Gaming team. The ideal candidate has 0-1 years of experience and is proficient in Figma, After Effects, Design Systems, Usability Testing, Prototyping. This is a on-site contract position focused on delivering high-quality design work."
Principal UX Designer,Design,Journey Mapping; Accessibility; Usability Testing; Information Architecture; Prototyping; User Research; Figma,Principal,"Full-time · Hybrid. We are hiring a Principal UX Designer for our SaaS team. The ideal candidate has 12-20 years of experience and is proficient in Journey Mapping, Accessibility, Usability Testing, Information Architecture, Prototyping, User Research, Figma. This is a hybrid full-time position focused on delivering high-quality design work."
Lead UI Designer,Design,Wireframing; Sketch; Color Theory; Figma; Typography,Lead,"Internship · Hybrid. We are hiring a Lead UI Designer for our Fintech team. The ideal candidate has 8-14 years of experience and is proficient in Wireframing, Sketch, Color Theory, Figma, Typography. This is a hybrid internship position focused on delivering high-quality design work."
Intern UI Designer,Design,Design Systems; Figma; Typography; Wireframing; Color Theory; CSS; Adobe XD,Intern,"Contract · Remote. We are hiring a Intern UI Designer for our Startup team. The ideal candidate has 0-1 years of experience and is proficient in Design Systems, Figma, Typography, Wireframing, Color Theory, CSS, Adobe XD. This is a remote contract position focused on delivering high-quality design work."
Junior UX Designer,Design,Design Thinking; Personas; Accessibility; Information Architecture; Usability Testing,Junior,"Contract · On-site. We are hiring a Junior UX Designer for our Gaming team. The ideal candidate has 1-3 years of experience and is proficient in Design Thinking, Personas, Accessibility, Information Architecture, Usability Testing. This is a on-site contract position focused on delivering high-quality design work."
Intern Graphic Designer,Design,Color Theory; Layout Design; Adobe XD; Typography; Branding; Print Design,Intern,"Contract · On-site. We are hiring a Intern Graphic Designer for our Healthcare team. The ideal candidate has 0-1 years of experience and is proficient in Color Theory, Layout Design, Adobe XD, Typography, Branding, Print Design. This is a on-site contract position focused on delivering high-quality design work."
Lead UI Designer,Design,Adobe XD; Color Theory; Wireframing; Figma; HTML; Design Systems; Typography,Lead,"Full-time · On-site. We are hiring a Lead UI Designer for our Gaming team. The ideal candidate has 8-14 years of experience and is proficient in Adobe XD, Color Theory, Wireframing, Figma, HTML, Design Systems, Typography. This is a on-site full-time position focused on delivering high-quality design work."
Mid-level UI Designer,Design,CSS; Typography; Prototyping; Adobe XD; Color Theory,Mid-level,"Contract · On-site. We are hiring a Mid-level UI Designer for our Startup team. The ideal candidate has 3-6 years of experience and is proficient in CSS, Typography, Prototyping, Adobe XD, Color Theory. This is a on-site contract position focused on delivering high-quality design work."
Mid-level UI Designer,Design,Adobe XD; HTML; Prototyping; Wireframing; Design Systems; Color Theory,Mid-level,"Internship · On-site. We are hiring a Mid-level UI Designer for our Startup team. The ideal candidate has 3-6 years of experience and is proficient in Adobe XD, HTML, Prototyping, Wireframing, Design Systems, Color Theory. This is a on-site internship position focused on delivering high-quality design work."
Junior Interaction Designer,Design,Usability Testing; Figma; Motion Design; After Effects; User Research; UX Design,Junior,"Internship · Hybrid. We are hiring a Junior Interaction Designer for our E-commerce team. The ideal candidate has 1-3 years of experience and is proficient in Usability Testing, Figma, Motion Design, After Effects, User Research, UX Design. This is a hybrid internship position focused on delivering high-quality design work."
Principal UX Designer,Design,Design Thinking; Accessibility; Journey Mapping; Information Architecture; Usability Testing; User Research,Principal,"Contract · Remote. We are hiring a Principal UX Designer for our Fintech team. The ideal candidate has 12-20 years of experience and is proficient in Design Thinking, Accessibility, Journey Mapping, Information Architecture, Usability Testing, User Research. This is a remote contract position focused on delivering high-quality design work."
Senior Interaction Designer,Design,Wireframing; Usability Testing; User Research; After Effects; Prototyping; Figma; Motion Design,Senior,"Internship · Hybrid. We are hiring a Senior Interaction Designer for our E-commerce team. The ideal candidate has 6-10 years of experience and is proficient in Wireframing, Usability Testing, User Research, After Effects, Prototyping, Figma, Motion Design. This is a hybrid internship position focused on delivering high-quality design work."
Intern Product Designer,Design,Design Systems; Wireframing; UI Design; Figma; Prototyping,Intern,"Contract · Remote. We are hiring a Intern Product Designer for our EdTech team. The ideal candidate has 0-1 years of experience and is proficient in Design Systems, Wireframing, UI Design, Figma, Prototyping. This is a remote contract position focused on delivering high-quality design work."
Intern Interaction Designer,Design,Prototyping; Design Systems; UX Design; Motion Design; After Effects; Wireframing,Intern,"Contract · Remote. We are hiring a Intern Interaction Designer for our SaaS team. The ideal candidate has 0-1 years of experience and is proficient in Prototyping, Design Systems, UX Design, Motion Design, After Effects, Wireframing. This is a remote contract position focused on delivering high-quality design work."
Lead Graphic Designer,Design,Illustrator; Branding; Color Theory; Creativity; Adobe XD; Print Design,Lead,"Internship · Remote. We are hiring a Lead Graphic Designer for our Gaming team. The ideal candidate has 8-14 years of experience and is proficient in Illustrator, Branding, Color Theory, Creativity, Adobe XD, Print Design. This is a remote internship position focused on delivering high-quality design work."
Senior UI Designer,Design,Typography; Figma; Color Theory; Design Systems; Adobe XD; Sketch; CSS,Senior,"Full-time · Remote. We are hiring a Senior UI Designer for our Fintech team. The ideal candidate has 6-10 years of experience and is proficient in Typography, Figma, Color Theory, Design Systems, Adobe XD, Sketch, CSS. This is a remote full-time position focused on delivering high-quality design work."
Senior UX Designer,Design,Usability Testing; Design Thinking; Wireframing; Prototyping; Journey Mapping; Personas,Senior,"Full-time · Hybrid. We are hiring a Senior UX Designer for our Healthcare team. The ideal candidate has 6-10 years of experience and is proficient in Usability Testing, Design Thinking, Wireframing, Prototyping, Journey Mapping, Personas. This is a hybrid full-time position focused on delivering high-quality design work."
Lead UI Designer,Design,HTML; CSS; Sketch; Typography; Wireframing; Adobe XD; Figma,Lead,"Internship · On-site. We are hiring a Lead UI Designer for our Healthcare team. The ideal candidate has 8-14 years of experience and is proficient in HTML, CSS, Sketch, Typography, Wireframing, Adobe XD, Figma. This is a on-site internship position focused on delivering high-quality design work."
Senior UI Designer,Design,Wireframing; Design Systems; Color Theory; Figma; Sketch,Senior,"Full-time · Hybrid. We are hiring a Senior UI Designer for our SaaS team. The ideal candidate has 6-10 years of experience and is proficient in Wireframing, Design Systems, Color Theory, Figma, Sketch. This is a hybrid full-time position focused on delivering high-quality design work."
Senior Interaction Designer,Design,Interaction Design; After Effects; Prototyping; Motion Design; Wireframing,Senior,"Internship · On-site. We are hiring a Senior Interaction Designer for our SaaS team. The ideal candidate has 6-10 years of experience and is proficient in Interaction Design, After Effects, Prototyping, Motion Design, Wireframing. This is a on-site internship position focused on delivering high-quality design work."
Lead Graphic Designer,Design,Color Theory; Adobe XD; Illustrator; Creativity; Layout Design,Lead,"Full-time · On-site. We are hiring a Lead Graphic Designer for our Gaming team. The ideal candidate has 8-14 years of experience and is proficient in Color Theory, Adobe XD, Illustrator, Creativity, Layout Design. This is a on-site full-time position focused on delivering high-quality design work."
Senior UI Designer,Design,CSS; HTML; Figma; Color Theory; Sketch,Senior,"Internship · Hybrid. We are hiring a Senior UI Designer for our SaaS team. The ideal candidate has 6-10 years of experience and is proficient in CSS, HTML, Figma, Color Theory, Sketch. This is a hybrid internship position focused on delivering high-quality design work."
Principal Graphic Designer,Design,Typography; Branding; Layout Design; Color Theory; Creativity; Adobe XD; Illustrator,Principal,"Contract · Hybrid. We are hiring a Principal Graphic Designer for our E-commerce team. The ideal candidate has 12-20 years of experience and is proficient in Typography, Branding, Layout Design, Color Theory, Creativity, Adobe XD, Illustrator. This is a hybrid contract position focused on delivering high-quality design work."
Lead UX Designer,Design,Usability Testing; Journey Mapping; Figma; Prototyping; Design Thinking; Wireframing,Lead,"Internship · Hybrid. We are hiring a Lead UX Designer for our Fintech team. The ideal candidate has 8-14 years of experience and is proficient in Usability Testing, Journey Mapping, Figma, Prototyping, Design Thinking, Wireframing. This is a hybrid internship position focused on delivering high-quality design work."
Mid-level Interaction Designer,Design,Interaction Design; After Effects; Prototyping; Figma; Usability Testing; Motion Design,Mid-level,"Contract · Hybrid. We are hiring a Mid-level Interaction Designer for our Gaming team. The ideal candidate has 3-6 years of experience and is proficient in Interaction Design, After Effects, Prototyping, Figma, Usability Testing, Motion Design. This is a hybrid contract position focused on delivering high-quality design work."
Junior Product Designer,Design,UX Design; Wireframing; Figma; Prototyping; UI Design; Sketch; Interaction Design,Junior,"Internship · Hybrid. We are hiring a Junior Product Designer for our Startup team. The ideal candidate has 1-3 years of experience and is proficient in UX Design, Wireframing, Figma, Prototyping, UI Design, Sketch, Interaction Design. This is a hybrid internship position focused on delivering high-quality design work."
Junior Graphic Designer,Design,Adobe XD; Typography; Creativity; Illustrator; Branding; Layout Design; Print Design,Junior,"Internship · On-site. We are hiring a Junior Graphic Designer for our SaaS team. The ideal candidate has 1-3 years of experience and is proficient in Adobe XD, Typography, Creativity, Illustrator, Branding, Layout Design, Print Design. This is a on-site internship position focused on delivering high-quality design work."
Lead Interaction Designer,Design,Design Systems; Prototyping; Wireframing; Interaction Design; User Research; Usability Testing; Figma,Lead,"Internship · Remote. We are hiring a Lead Interaction Designer for our SaaS team. The ideal candidate has 8-14 years of experience and is proficient in Design Systems, Prototyping, Wireframing, Interaction Design, User Research, Usability Testing, Figma. This is a remote internship position focused on delivering high-quality design work."
Intern UI Designer,Design,Prototyping; Design Systems; Sketch; CSS; Wireframing; Color Theory,Intern,"Full-time · On-site. We are hiring a Intern UI Designer for our Startup team. The ideal candidate has 0-1 years of experience and is proficient in Prototyping, Design Systems, Sketch, CSS, Wireframing, Color Theory. This is a on-site full-time position focused on delivering high-quality design work."
Senior UI Designer,Design,Sketch; Typography; Wireframing; CSS; Design Systems; HTML,Senior,"Full-time · Hybrid. We are hiring a Senior UI Designer for our EdTech team. The ideal candidate has 6-10 years of experience and is proficient in Sketch, Typography, Wireframing, CSS, Design Systems, HTML. This is a hybrid full-time position focused on delivering high-quality design work."
Principal Product Designer,Design,User Research; Wireframing; UX Design; Figma; Usability Testing; UI Design,Principal,"Full-time · Hybrid. We are hiring a Principal Product Designer for our SaaS team. The ideal candidate has 12-20 years of experience and is proficient in User Research, Wireframing, UX Design, Figma, Usability Testing, UI Design. This is a hybrid full-time position focused on delivering high-quality design work."
Lead Product Designer,Design,Usability Testing; Figma; Sketch; Interaction Design; Prototyping; Design Systems,Lead,"Internship · Remote. We are hiring a Lead Product Designer for our SaaS team. The ideal candidate has 8-14 years of experience and is proficient in Usability Testing, Figma, Sketch, Interaction Design, Prototyping, Design Systems. This is a remote internship position focused on delivering high-quality design work."
Principal Product Designer,Design,Sketch; Prototyping; Usability Testing; Figma; UI Design,Principal,"Full-time · On-site. We are hiring a Principal Product Designer for our Fintech team. The ideal candidate has 12-20 years of experience and is proficient in Sketch, Prototyping, Usability Testing, Figma, UI Design. This is a on-site full-time position focused on delivering high-quality design work."
