title,category,skills,level,description
Senior Social Media Manager,Marketing,Branding; Scheduling Tools; Canva; Engagement; Social Media; Analytics,Senior,"Internship · On-site. We are hiring a Senior Social Media Manager for our E-commerce team. The ideal candidate has 6-10 years of experience and is proficient in Branding, Scheduling Tools, Canva, Engagement, Social Media, Analytics. This is a on-site internship position focused on delivering high-quality marketing work."
Lead Digital Marketing Specialist,Marketing,SEO; Copywriting; Content Marketing; Email Marketing; Analytics; A/B Testing,Lead,"Internship · Hybrid. We are hiring a Lead Digital Marketing Specialist for our Startup team. The ideal candidate has 8-14 years of experience and is proficient in SEO, Copywriting, Content Marketing, Email Marketing, Analytics, A/B Testing. This is a hybrid internship position focused on delivering high-quality marketing work."
Mid-level SEO Specialist,Marketing,SEMrush; Keyword Research; Technical SEO; Content Strategy; SEO,Mid-level,"Contract · Hybrid. We are hiring a Mid-level SEO Specialist for our EdTech team. The ideal candidate has 3-6 years of experience and is proficient in SEMrush, Keyword Research, Technical SEO, Content Strategy, SEO. This is a hybrid contract position focused on delivering high-quality marketing work."
Junior Content Strategist,Marketing,Social Media; Editorial Planning; Storytelling; Brand Voice; Analytics; Content Marketing; Research,Junior,"Full-time · On-site. We are hiring a Junior Content Strategist for our E-commerce team. The ideal candidate has 1-3 years of experience and is proficient in Social Media, Editorial Planning, Storytelling, Brand Voice, Analytics, Content Marketing, Research. This is a on-site full-time position focused on delivering high-quality marketing work."
Mid-level Social Media Manager,Marketing,Campaign Management; Branding; Social Media; Analytics; Content Creation; Scheduling Tools; Engagement,Mid-level,"Contract · On-site. We are hiring a Mid-level Social Media Manager for our EdTech team. The ideal candidate has 3-6 years of experience and is proficient in Campaign Management, Branding, Social Media, Analytics, Content Creation, Scheduling Tools, Engagement. This is a on-site contract position focused on delivering high-quality marketing work."
Junior Growth Marketer,Marketing,Growth Hacking; CRM; Paid Ads; Analytics; SQL,Junior,"Contract · Remote. We are hiring a Junior Growth Marketer for our SaaS team. The ideal candidate has 1-3 years of experience and is proficient in Growth Hacking, CRM, Paid Ads, Analytics, SQL. This is a remote contract position focused on delivering high-quality marketing work."
Lead Digital Marketing Specialist,Marketing,Google Ads; Content Marketing; Email Marketing; SEO; Copywriting; Analytics; A/B Testing,Lead,"Full-time · Remote. We are hiring a Lead Digital Marketing Specialist for our Healthcare team. The ideal candidate has 8-14 years of experience and is proficient in Google Ads, Content Marketing, Email Marketing, SEO, Copywriting, Analytics, A/B Testing. This is a remote full-time position focused on delivering high-quality marketing work."
Principal Social Media Manager,Marketing,Community Management; Content Creation; Campaign Management; Canva; Branding; Analytics; Scheduling Tools,Principal,"Internship · Hybrid. We are hiring a Principal Social Media Manager for our Healthcare team. The ideal candidate has 12-20 years of experience and is proficient in Community Management, Content Creation, Campaign Management, Canva, Branding, Analytics, Scheduling Tools. This is a hybrid internship position focused on delivering high-quality marketing work."
Mid-level Social Media Manager,Marketing,Analytics; Campaign Management; Social Media; Branding; Community Management; Copywriting; Scheduling Tools,Mid-level,"Internship · On-site. We are hiring a Mid-level Social Media Manager for our E-commerce team. The ideal candidate has 3-6 years of experience and is proficient in Analytics, Campaign Management, Social Media, Branding, Community Management, Copywriting, Scheduling Tools. This is a on-site internship position focused on delivering high-quality marketing work."
Junior SEO Specialist,Marketing,Keyword Research; SEMrush; Link Building; Google Analytics; Technical SEO,Junior,"Internship · On-site. We are hiring a Junior SEO Specialist for our EdTech team. The ideal candidate has 1-3 years of experience and is proficient in Keyword Research, SEMrush, Link Building, Google Analytics, Technical SEO. This is a on-site internship position focused on delivering high-quality marketing work."
Mid-level Social Media Manager,Marketing,Scheduling Tools; Content Creation; Community Management; Campaign Management; Analytics; Engagement,Mid-level,"Internship · On-site. We are hiring a Mid-level Social Media Manager for our Enterprise team. The ideal candidate has 3-6 years of experience and is proficient in Scheduling Tools, Content Creation, Community Management, Campaign Management, Analytics, Engagement. This is a on-site internship position focused on delivering high-quality marketing work."
Intern SEO Specialist,Marketing,Copywriting; On-page SEO; Content Strategy; HTML; SEMrush,Intern,"Internship · On-site. We are hiring a Intern SEO Specialist for our E-commerce team. The ideal candidate has 0-1 years of experience and is proficient in Copywriting, On-page SEO, Content Strategy, HTML, SEMrush. This is a on-site internship position focused on delivering high-quality marketing work."
Principal Social Media Manager,Marketing,Engagement; Analytics; Copywriting; Branding; Scheduling Tools; Canva; Campaign Management,Principal,"Contract · Hybrid. We are hiring a Principal Social Media Manager for our SaaS team. The ideal candidate has 12-20 years of experience and is proficient in Engagement, Analytics, Copywriting, Branding, Scheduling Tools, Canva, Campaign Management. This is a hybrid contract position focused on delivering high-quality marketing work."
Lead Digital Marketing Specialist,Marketing,Google Ads; CRM; Content Marketing; Email Marketing; Copywriting; A/B Testing,Lead,"Contract · Remote. We are hiring a Lead Digital Marketing Specialist for our SaaS team. The ideal candidate has 8-14 years of experience and is proficient in Google Ads, CRM, Content Marketing, Email Marketing, Copywriting, A/B Testing. This is a remote contract position focused on delivering high-quality marketing work."
Intern Growth Marketer,Marketing,Funnel Optimization; Growth Hacking; SQL; SEO; Email Marketing; Analytics; A/B Testing,Intern,"Contract · Remote. We are hiring a Intern Growth Marketer for our Healthcare team. The ideal candidate has 0-1 years of experience and is proficient in Funnel Optimization, Growth Hacking, SQL, SEO, Email Marketing, Analytics, A/B Testing. This is a remote contract position focused on delivering high-quality marketing work."
Senior Social Media Manager,Marketing,Community Management; Analytics; Scheduling Tools; Campaign Management; Content Creation,Senior,"Contract · Hybrid. We are hiring a Senior Social Media Manager for our SaaS team. The ideal candidate has 6-10 years of experience and is proficient in Community Management, Analytics, Scheduling Tools, Campaign Management, Content Creation. This is a hybrid contract position focused on delivering high-quality marketing work."
Mid-level Content Strategist,Marketing,Analytics; CMS; Brand Voice; Editorial Planning; Copywriting; Content Marketing,Mid-level,"Contract · Hybrid. We are hiring a Mid-level Content Strategist for our Enterprise team. The ideal candidate has 3-6 years of experience and is proficient in Analytics, CMS, Brand Voice, Editorial Planning, Copywriting, Content Marketing. This is a hybrid contract position focused on delivering high-quality marketing work."
Lead SEO Specialist,Marketing,Keyword Research; SEO; On-page SEO; Copywriting; Google Analytics; Technical SEO,Lead,"Contract · On-site. We are hiring a Lead SEO Specialist for our SaaS team. The ideal candidate has 8-14 years of experience and is proficient in Keyword Research, SEO, On-page SEO, Copywriting, Google Analytics, Technical SEO. This is a on-site contract position focused on delivering high-quality marketing work."
Lead Digital Marketing Specialist,Marketing,Google Ads; Social Media; Copywriting; CRM; Analytics; A/B Testing,Lead,"Full-time · On-site. We are hiring a Lead Digital Marketing Specialist for our SaaS team. The ideal candidate has 8-14 years of experience and is proficient in Google Ads, Social Media, Copywriting, CRM, Analytics, A/B Testing. This is a on-site full-time position focused on delivering high-quality marketing work."
Junior Social Media Manager,Marketing,Social Media; Engagement; Canva; Scheduling Tools; Copywriting,Junior,"Internship · Hybrid. We are hiring a Junior Social Media Manager for our Fintech team. The ideal candidate has 1-3 years of experience and is proficient in Social Media, Engagement, Canva, Scheduling Tools, Copywriting. This is a hybrid internship position focused on delivering high-quality marketing work."
Mid-level Social Media Manager,Marketing,Social Media; Community Management; Content Creation; Analytics; Canva,Mid-level,"Contract · Remote. We are hiring a Mid-level Social Media Manager for our E-commerce team. The ideal candidate has 3-6 years of experience and is proficient in Social Media, Community Management, Content Creation, Analytics, Canva. This is a remote contract position focused on delivering high-quality marketing work."
Junior Growth Marketer,Marketing,Experimentation; Growth Hacking; CRM; Analytics; SQL; Paid Ads,Junior,"Full-time · On-site. We are hiring a Junior Growth Marketer for our E-commerce team. The ideal candidate has 1-3 years of experience and is proficient in Experimentation, Growth Hacking, CRM, Analytics, SQL, Paid Ads. This is a on-site full-time position focused on delivering high-quality marketing work."
Mid-level Social Media Manager,Marketing,Campaign Management; Copywriting; Canva; Social Media; Community Management; Content Creation; Engagement,Mid-level,"Internship · Remote. We are hiring a Mid-level Social Media Manager for our EdTech team. The ideal candidate has 3-6 years of experience and is proficient in Campaign Management, Copywriting, Canva, Social Media, Community Management, Content Creation, Engagement. This is a remote internship position focused on delivering high-quality marketing work."
Junior Digital Marketing Specialist,Marketing,Social Media; A/B Testing; Email Marketing; Campaign Management; SEO,Junior,"Internship · Remote. We are hiring a Junior Digital Marketing Specialist for our Fintech team. The ideal candidate has 1-3 years of experience and is proficient in Social Media, A/B Testing, Email Marketing, Campaign Management, SEO. This is a remote internship position focused on delivering high-quality marketing work."
Junior SEO Specialist,Marketing,On-page SEO; HTML; Keyword Research; SEMrush; Link Building; Copywriting,Junior,"Contract · Remote. We are hiring a Junior SEO Specialist for our Enterprise team. The ideal candidate has 1-3 years of experience and is proficient in On-page SEO, HTML, Keyword Research, SEMrush, Link Building, Copywriting. This is a remote contract position focused on delivering high-quality marketing work."
Intern Social Media Manager,Marketing,Analytics; Canva; Community Management; Copywriting; Branding; Content Creation; Scheduling Tools,Intern,"Internship · Remote. We are hiring a Intern Social Media Manager for our EdTech team. The ideal candidate has 0-1 years of experience and is proficient in Analytics, Canva, Community Management, Copywriting, Branding, Content Creation, Scheduling Tools. This is a remote internship position focused on delivering high-quality marketing work."
Intern Digital Marketing Specialist,Marketing,Content Marketing; Email Marketing; Google Ads; Social Media; Campaign Management; A/B Testing; Analytics,Intern,"Internship · Hybrid. We are hiring a Intern Digital Marketing Specialist for our Healthcare team. The ideal candidate has 0-1 years of experience and is proficient in Content Marketing, Email Marketing, Google Ads, Social Media, Campaign Management, A/B Testing, Analytics. This is a hybrid internship position focused on delivering high-quality marketing work."
Principal Content Strategist,Marketing,Storytelling; Copywriting; Analytics; Social Media; Brand Voice,Principal,"Contract · Remote. We are hiring a Principal Content Strategist for our Gaming team. The ideal candidate has 12-20 years of experience and is proficient in Storytelling, Copywriting, Analytics, Social Media, Brand Voice. This is a remote contract position focused on delivering high-quality marketing work."
Mid-level Content Strategist,Marketing,Copywriting; Storytelling; Editorial Planning; CMS; SEO,Mid-level,"Internship · Hybrid. We are hiring a Mid-level Content Strategist for our EdTech team. The ideal candidate has 3-6 years of experience and is proficient in Copywriting, Storytelling, Editorial Planning, CMS, SEO. This is a hybrid internship position focused on delivering high-quality marketing work."
Mid-level Content Strategist,Marketing,Social Media; SEO; Storytelling; Analytics; Brand Voice; Editorial Planning; CMS,Mid-level,"Internship · Remote. We are hiring a Mid-level Content Strategist for our Startup team. The ideal candidate has 3-6 years of experience and is proficient in Social Media, SEO, Storytelling, Analytics, Brand Voice, Editorial Planning, CMS. This is a remote internship position focused on delivering high-quality marketing work."
Junior Digital Marketing Specialist,Marketing,CRM; Google Ads; Analytics; SEO; Campaign Management,Junior,"Internship · Hybrid. We are hiring a Junior Digital Marketing Specialist for our Healthcare team. The ideal candidate has 1-3 years of experience and is proficient in CRM, Google Ads, Analytics, SEO, Campaign Management. This is a hybrid internship position focused on delivering high-quality marketing work."
Senior Digital Marketing Specialist,Marketing,Copywriting; Campaign Management; Analytics; SEO; Social Media; CRM; Google Ads,Senior,"Internship · Remote. We are hiring a Senior Digital Marketing Specialist for our SaaS team. The ideal candidate has 6-10 years of experience and is proficient in Copywriting, Campaign Management, Analytics, SEO, Social Media, CRM, Google Ads. This is a remote internship position focused on delivering high-quality marketing work."
Principal Social Media Manager,Marketing,Community Management; Scheduling Tools; Canva; Copywriting; Branding; Social Media; Engagement,Principal,"Internship · Hybrid. We are hiring a Principal Social Media Manager for our Enterprise team. The ideal candidate has 12-20 years of experience and is proficient in Community Management, Scheduling Tools, Canva, Copywriting, Branding, Social Media, Engagement. This is a hybrid internship position focused on delivering high-quality marketing work."
Junior Growth Marketer,Marketing,A/B Testing; SQL; Analytics; Experimentation; Funnel Optimization; Paid Ads; SEO,Junior,"Contract · Remote. We are hiring a Junior Growth Marketer for our Fintech team. The ideal candidate has 1-3 years of experience and is proficient in A/B Testing, SQL, Analytics, Experimentation, Funnel Optimization, Paid Ads, SEO. This is a remote contract position focused on delivering high-quality marketing work."
Mid-level Content Strategist,Marketing,Analytics; Copywriting; Brand Voice; CMS; Social Media,Mid-level,"Internship · On-site. We are hiring a Mid-level Content Strategist for our Fintech team. The ideal candidate has 3-6 years of experience and is proficient in Analytics, Copywriting, Brand Voice, CMS, Social Media. This is a on-site internship position focused on delivering high-quality marketing work."
Principal Growth Marketer,Marketing,Growth Hacking; Email Marketing; SQL; Funnel Optimization; A/B Testing; Paid Ads,Principal,"Internship · Hybrid. We are hiring a Principal Growth Marketer for our Enterprise team. The ideal candidate has 12-20 years of experience and is proficient in Growth Hacking, Email Marketing, SQL, Funnel Optimization, A/B Testing, Paid Ads. This is a hybrid internship position focused on delivering high-quality marketing work."
Mid-level Content Strategist,Marketing,SEO; Research; CMS; Copywriting; Storytelling,Mid-level,"Full-time · Hybrid. We are hiring a Mid-level Content Strategist for our Enterprise team. The ideal candidate has 3-6 years of experience and is proficient in SEO, Research, CMS, Copywriting, Storytelling. This is a hybrid full-time position focused on delivering high-quality marketing work."
Intern SEO Specialist,Marketing,Google Analytics; SEMrush; Copywriting; Link Building; On-page SEO,Intern,"Contract · On-site. We are hiring a Intern SEO Specialist for our Healthcare team. The ideal candidate has 0-1 years of experience and is proficient in Google Analytics, SEMrush, Copywriting, Link Building, On-page SEO. This is a on-site contract position focused on delivering high-quality marketing work."
Principal Content Strategist,Marketing,Social Media; Storytelling; Research; Editorial Planning; SEO; Content Marketing; Brand Voice,Principal,"Contract · Hybrid. We are hiring a Principal Content Strategist for our EdTech team. The ideal candidate has 12-20 years of experience and is proficient in Social Media, Storytelling, Research, Editorial Planning, SEO, Content Marketing, Brand Voice. This is a hybrid contract position focused on delivering high-quality marketing work."
Principal SEO Specialist,Marketing,SEO; Keyword Research; HTML; Google Analytics; Content Strategy; Link Building,Principal,"Full-time · Remote. We are hiring a Principal SEO Specialist for our Startup team. The ideal candidate has 12-20 years of experience and is proficient in SEO, Keyword Research, HTML, Google Analytics, Content Strategy, Link Building. This is a remote full-time position focused on delivering high-quality marketing work."
Lead Content Strategist,Marketing,Storytelling; Brand Voice; Copywriting; Analytics; SEO; Social Media,Lead,"Contract · On-site. We are hiring a Lead Content Strategist for our Healthcare team. The ideal candidate has 8-14 years of experience and is proficient in Storytelling, Brand Voice, Copywriting, Analytics, SEO, Social Media. This is a on-site contract position focused on delivering high-quality marketing work."
Senior Content Strategist,Marketing,Analytics; CMS; Brand Voice; Research; Storytelling; Copywriting; SEO,Senior,"Full-time · Remote. We are hiring a Senior Content Strategist for our E-commerce team. The ideal candidate has 6-10 years of experience and is proficient in Analytics, CMS, Brand Voice, Research, Storytelling, Copywriting, SEO. This is a remote full-time position focused on delivering high-quality marketing work."
Intern Social Media Manager,Marketing,Community Management; Engagement; Content Creation; Analytics; Canva,Intern,"Internship · On-site. We are hiring a Intern Social Media Manager for our E-commerce team. The ideal candidate has 0-1 years of experience and is proficient in Community Management, Engagement, Content Creation, Analytics, Canva. This is a on-site internship position focused on delivering high-quality marketing work."
Lead Growth Marketer,Marketing,Funnel Optimization; Paid Ads; A/B Testing; Email Marketing; CRM; SQL; Experimentation,Lead,"Full-time · On-site. We are hiring a Lead Growth Marketer for our Enterprise team. The ideal candidate has 8-14 years of experience and is proficient in Funnel Optimization, Paid Ads, A/B Testing, Email Marketing, CRM, SQL, Experimentation. This is a on-site full-time position focused on delivering high-quality marketing work."
Junior Growth Marketer,Marketing,Funnel Optimization; Paid Ads; SEO; Growth Hacking; Email Marketing; SQL,Junior,"Contract · On-site. We are hiring a Junior Growth Marketer for our EdTech team. The ideal candidate has 1-3 years of experience and is proficient in Funnel Optimization, Paid Ads, SEO, Growth Hacking, Email Marketing, SQL. This is a on-site contract position focused on delivering high-quality marketing work."
Junior SEO Specialist,Marketing,Link Building; Copywriting; On-page SEO; Keyword Research; SEO; SEMrush,Junior,"Full-time · Remote. We are hiring a Junior SEO Specialist for our SaaS team. The ideal candidate has 1-3 years of experience and is proficient in Link Building, Copywriting, On-page SEO, Keyword Research, SEO, SEMrush. This is a remote full-time position focused on delivering high-quality marketing work."
Mid-level Digital Marketing Specialist,Marketing,Email Marketing; A/B Testing; Social Media; Google Ads; CRM; Copywriting,Mid-level,"Full-time · Remote. We are hiring a Mid-level Digital Marketing Specialist for our Gaming team. The ideal candidate has 3-6 years of experience and is proficient in Email Marketing, A/B Testing, Social Media, Google Ads, CRM, Copywriting. This is a remote full-time position focused on delivering high-quality marketing work."
Lead Growth Marketer,Marketing,A/B Testing; Experimentation; Paid Ads; CRM; Funnel Optimization; Analytics,Lead,"Contract · Hybrid. We are hiring a Lead Growth Marketer for our E-commerce team. The ideal candidate has 8-14 years of experience and is proficient in A/B Testing, Experimentation, Paid Ads, CRM, Funnel Optimization, Analytics. This is a hybrid contract position focused on delivering high-quality marketing work."
Principal Growth Marketer,Marketing,Growth Hacking; CRM; A/B Testing; Analytics; Paid Ads; Funnel Optimization,Principal,"Contract · Hybrid. We are hiring a Principal Growth Marketer for our E-commerce team. The ideal candidate has 12-20 years of experience and is proficient in Growth Hacking, CRM, A/B Testing, Analytics, Paid Ads, Funnel Optimization. This is a hybrid contract position focused on delivering high-quality marketing work."
Principal Content Strategist,Marketing,Storytelling; Analytics; Research; Content Marketing; Copywriting; SEO; CMS,Principal,"Full-time · Hybrid. We are hiring a Principal Content Strategist for our SaaS team. The ideal candidate has 12-20 years of experience and is proficient in Storytelling, Analytics, Research, Content Marketing, Copywriting, SEO, CMS. This is a hybrid full-time position focused on delivering high-quality marketing work."
Senior Digital Marketing Specialist,Marketing,Social Media; Campaign Management; A/B Testing; Google Ads; Copywriting; Content Marketing,Senior,"Full-time · On-site. We are hiring a Senior Digital Marketing Specialist for our SaaS team. The ideal candidate has 6-10 years of experience and is proficient in Social Media, Campaign Management, A/B Testing, Google Ads, Copywriting, Content Marketing. This is a on-site full-time position focused on delivering high-quality marketing work."
Mid-level Digital Marketing Specialist,Marketing,Campaign Management; Email Marketing; CRM; A/B Testing; Social Media; SEO; Google Ads,Mid-level,"Full-time · Hybrid. We are hiring a Mid-level Digital Marketing Specialist for our Enterprise team. The ideal candidate has 3-6 years of experience and is proficient in Campaign Management, Email Marketing, CRM, A/B Testing, Social Media, SEO, Google Ads. This is a hybrid full-time position focused on delivering high-quality marketing work."
Senior SEO Specialist,Marketing,SEMrush; Google Analytics; Link Building; Keyword Research; Technical SEO; Content Strategy; Copywriting,Senior,"Internship · On-site. We are hiring a Senior SEO Specialist for our Enterprise team. The ideal candidate has 6-10 years of experience and is proficient in SEMrush, Google Analytics, Link Building, Keyword Research, Technical SEO, Content Strategy, Copywriting. This is a on-site internship position focused on delivering high-quality marketing work."
Lead Social Media Manager,Marketing,Content Creation; Campaign Management; Copywriting; Analytics; Scheduling Tools; Branding,Lead,"Contract · Remote. We are hiring a Lead Social Media Manager for our Enterprise team. The ideal candidate has 8-14 years of experience and is proficient in Content Creation, Campaign Management, Copywriting, Analytics, Scheduling Tools, Branding. This is a remote contract position focused on delivering high-quality marketing work."
Mid-level Digital Marketing Specialist,Marketing,Social Media; SEO; Analytics; A/B Testing; Google Ads; Email Marketing,Mid-level,"Full-time · Remote. We are hiring a Mid-level Digital Marketing Specialist for our EdTech team. The ideal candidate has 3-6 years of experience and is proficient in Social Media, SEO, Analytics, A/B Testing, Google Ads, Email Marketing. This is a remote full-time position focused on delivering high-quality marketing work."
Lead SEO Specialist,Marketing,Copywriting; On-page SEO; Google Analytics; Link Building; SEMrush,Lead,"Contract · On-site. We are hiring a Lead SEO Specialist for our E-commerce team. The ideal candidate has 8-14 years of experience and is proficient in Copywriting, On-page SEO, Google Analytics, Link Building, SEMrush. This is a on-site contract position focused on delivering high-quality marketing work."
Mid-level Digital Marketing Specialist,Marketing,Analytics; Copywriting; CRM; A/B Testing; Google Ads,Mid-level,"Contract · Hybrid. We are hiring a Mid-level Digital Marketing Specialist for our SaaS team. The ideal candidate has 3-6 years of experience and is proficient in Analytics, Copywriting, CRM, A/B Testing, Google Ads. This is a hybrid contract position focused on delivering high-quality marketing work."
Intern Digital Marketing Specialist,Marketing,SEO; Email Marketing; A/B Testing; Social Media; Copywriting; Content Marketing; Analytics,Intern,"Internship · Remote. We are hiring a Intern Digital Marketing Specialist for our Startup team. The ideal candidate has 0-1 years of experience and is proficient in SEO, Email Marketing, A/B Testing, Social Media, Copywriting, Content Marketing, Analytics. This is a remote internship position focused on delivering high-quality marketing work."
Mid-level SEO Specialist,Marketing,Content Strategy; SEMrush; Google Analytics; Keyword Research; HTML; Technical SEO,Mid-level,"Full-time · Remote. We are hiring a Mid-level SEO Specialist for our Startup team. The ideal candidate has 3-6 years of experience and is proficient in Content Strategy, SEMrush, Google Analytics, Keyword Research, HTML, Technical SEO. This is a remote full-time position focused on delivering high-quality marketing work."
Lead Digital Marketing Specialist,Marketing,A/B Testing; Copywriting; SEO; Email Marketing; Campaign Management; Social Media; Content Marketing,Lead,"Full-time · Remote. We are hiring a Lead Digital Marketing Specialist for our Fintech team. The ideal candidate has 8-14 years of experience and is proficient in A/B Testing, Copywriting, SEO, Email Marketing, Campaign Management, Social Media, Content Marketing. This is a remote full-time position focused on delivering high-quality marketing work."
Lead Content Strategist,Marketing,Brand Voice; Copywriting; Social Media; Editorial Planning; Content Marketing; Analytics; Research,Lead,"Internship · Hybrid. We are hiring a Lead Content Strategist for our SaaS team. The ideal candidate has 8-14 years of experience and is proficient in Brand Voice, Copywriting, Social Media, Editorial Planning, Content Marketing, Analytics, Research. This is a hybrid internship position focused on delivering high-quality marketing work."
Junior Content Strategist,Marketing,Content Marketing; Analytics; Copywriting; Brand Voice; Storytelling; SEO; Research,Junior,"Full-time · On-site. We are hiring a Junior Content Strategist for our Fintech team. The ideal candidate has 1-3 years of experience and is proficient in Content Marketing, Analytics, Copywriting, Brand Voice, Storytelling, SEO, Research. This is a on-site full-time position focused on delivering high-quality marketing work."
Junior Content Strategist,Marketing,CMS; Social Media; Brand Voice; Content Marketing; Editorial Planning; Storytelling,Junior,"Full-time · Hybrid. We are hiring a Junior Content Strategist for our EdTech team. The ideal candidate has 1-3 years of experience and is proficient in CMS, Social Media, Brand Voice, Content Marketing, Editorial Planning, Storytelling. This is a hybrid full-time position focused on delivering high-quality marketing work."
Intern Social Media Manager,Marketing,Content Creation; Analytics; Branding; Social Media; Scheduling Tools,Intern,"Contract · Hybrid. We are hiring a Intern Social Media Manager for our SaaS team. The ideal candidate has 0-1 years of experience and is proficient in Content Creation, Analytics, Branding, Social Media, Scheduling Tools. This is a hybrid contract position focused on delivering high-quality marketing work."
Mid-level Social Media Manager,Marketing,Copywriting; Canva; Analytics; Social Media; Engagement,Mid-level,"Full-time · On-site. We are hiring a Mid-level Social Media Manager for our Fintech team. The ideal candidate has 3-6 years of experience and is proficient in Copywriting, Canva, Analytics, Social Media, Engagement. This is a on-site full-time position focused on delivering high-quality marketing work."
Senior SEO Specialist,Marketing,Link Building; Content Strategy; Copywriting; On-page SEO; Keyword Research; SEO,Senior,"Full-time · On-site. We are hiring a Senior SEO Specialist for our Startup team. The ideal candidate has 6-10 years of experience and is proficient in Link Building, Content Strategy, Copywriting, On-page SEO, Keyword Research, SEO. This is a on-site full-time position focused on delivering high-quality marketing work."
Junior Content Strategist,Marketing,Storytelling; Brand Voice; Copywriting; CMS; Editorial Planning; Analytics; Social Media,Junior,"Contract · Hybrid. We are hiring a Junior Content Strategist for our SaaS team. The ideal candidate has 1-3 years of experience and is proficient in Storytelling, Brand Voice, Copywriting, CMS, Editorial Planning, Analytics, Social Media. This is a hybrid contract position focused on delivering high-quality marketing work."
Intern Social Media Manager,Marketing,Canva; Branding; Scheduling Tools; Campaign Management; Content Creation,Intern,"Full-time · Remote. We are hiring a Intern Social Media Manager for our EdTech team. The ideal candidate has 0-1 years of experience and is proficient in Canva, Branding, Scheduling Tools, Campaign Management, Content Creation. This is a remote full-time position focused on delivering high-quality marketing work."
Intern Content Strategist,Marketing,Brand Voice; SEO; Content Marketing; CMS; Editorial Planning,Intern,"Contract · On-site. We are hiring a Intern Content Strategist for our Startup team. The ideal candidate has 0-1 years of experience and is proficient in Brand Voice, SEO, Content Marketing, CMS, Editorial Planning. This is a on-site contract position focused on delivering high-quality marketing work."
