title,category,skills,level,description
Mid-level Security Engineer,Cloud & Infrastructure,Linux; SIEM; Cybersecurity; Python; Incident Response; Network Security; Penetration Testing,Mid-level,"Full-time · Hybrid. We are hiring a Mid-level Security Engineer for our EdTech team. The ideal candidate has 3-6 years of experience and is proficient in Linux, SIEM, Cybersecurity, Python, Incident Response, Network Security, Penetration Testing. This is a hybrid full-time position focused on delivering high-quality cloud & infrastructure work."
Intern Network Engineer,Cloud & Infrastructure,Linux; Switching; Routing; DNS; TCP/IP,Intern,"Full-time · Remote. We are hiring a Intern Network Engineer for our Enterprise team. The ideal candidate has 0-1 years of experience and is proficient in Linux, Switching, Routing, DNS, TCP/IP. This is a remote full-time position focused on delivering high-quality cloud & infrastructure work."
Junior Cloud Engineer,Cloud & Infrastructure,Linux; Kubernetes; Terraform; AWS; Monitoring; Docker; Networking,Junior,"Full-time · Remote. We are hiring a Junior Cloud Engineer for our E-commerce team. The ideal candidate has 1-3 years of experience and is proficient in Linux, Kubernetes, Terraform, AWS, Monitoring, Docker, Networking. This is a remote full-time position focused on delivering high-quality cloud & infrastructure work."
Junior Security Engineer,Cloud & Infrastructure,Encryption; SIEM; Python; Linux; Network Security; Penetration Testing,Junior,"Internship · Remote. We are hiring a Junior Security Engineer for our Enterprise team. The ideal candidate has 1-3 years of experience and is proficient in Encryption, SIEM, Python, Linux, Network Security, Penetration Testing. This is a remote internship position focused on delivering high-quality cloud & infrastructure work."
Junior Security Engineer,Cloud & Infrastructure,OWASP; Cybersecurity; Incident Response; Linux; Encryption; Python,Junior,"Contract · On-site. We are hiring a Junior Security Engineer for our Healthcare team. The ideal candidate has 1-3 years of experience and is proficient in OWASP, Cybersecurity, Incident Response, Linux, Encryption, Python. This is a on-site contract position focused on delivering high-quality cloud & infrastructure work."
Principal Cloud Architect,Cloud & Infrastructure,Kubernetes; GCP; System Design; Cost Optimization; Terraform; Security; Microservices,Principal,"Contract · On-site. We are hiring a Principal Cloud Architect for our Enterprise team. The ideal candidate has 12-20 years of experience and is proficient in Kubernetes, GCP, System Design, Cost Optimization, Terraform, Security, Microservices. This is a on-site contract position focused on delivering high-quality cloud & infrastructure work."
Mid-level Security Engineer,Cloud & Infrastructure,OWASP; Penetration Testing; Cybersecurity; SIEM; Linux,Mid-level,"Contract · Remote. We are hiring a Mid-level Security Engineer for our E-commerce team. The ideal candidate has 3-6 years of experience and is proficient in OWASP, Penetration Testing, Cybersecurity, SIEM, Linux. This is a remote contract position focused on delivering high-quality cloud & infrastructure work."
Lead Security Engineer,Cloud & Infrastructure,Network Security; Linux; Encryption; Firewalls; Incident Response,Lead,"Contract · Remote. We are hiring a Lead Security Engineer for our Healthcare team. The ideal candidate has 8-14 years of experience and is proficient in Network Security, Linux, Encryption, Firewalls, Incident Response. This is a remote contract position focused on delivering high-quality cloud & infrastructure work."
Principal Cloud Engineer,Cloud & Infrastructure,CI/CD; Terraform; Networking; Docker; Monitoring; Python; Linux,Principal,"Full-time · On-site. We are hiring a Principal Cloud Engineer for our E-commerce team. The ideal candidate has 12-20 years of experience and is proficient in CI/CD, Terraform, Networking, Docker, Monitoring, Python, Linux. This is a on-site full-time position focused on delivering high-quality cloud & infrastructure work."
Senior Database Administrator,Cloud & Infrastructure,Linux; MySQL; MongoDB; PostgreSQL; Backup & Recovery; Performance Tuning,Senior,"Internship · On-site. We are hiring a Senior Database Administrator for our SaaS team. The ideal candidate has 6-10 years of experience and is proficient in Linux, MySQL, MongoDB, PostgreSQL, Backup & Recovery, Performance Tuning. This is a on-site internship position focused on delivering high-quality cloud & infrastructure work."
Senior Cloud Architect,Cloud & Infrastructure,System Design; Azure; Terraform; Kubernetes; Networking; AWS,Senior,"Internship · On-site. We are hiring a Senior Cloud Architect for our Fintech team. The ideal candidate has 6-10 years of experience and is proficient in System Design, Azure, Terraform, Kubernetes, Networking, AWS. This is a on-site internship position focused on delivering high-quality cloud & infrastructure work."
Principal Cloud Engineer,Cloud & Infrastructure,Networking; Monitoring; Python; Kubernetes; CI/CD; AWS,Principal,"Full-time · On-site. We are hiring a Principal Cloud Engineer for our Healthcare team. The ideal candidate has 12-20 years of experience and is proficient in Networking, Monitoring, Python, Kubernetes, CI/CD, AWS. This is a on-site full-time position focused on delivering high-quality cloud & infrastructure work."
Senior Database Administrator,Cloud & Infrastructure,Backup & Recovery; Linux; MySQL; SQL; Replication,Senior,"Contract · On-site. We are hiring a Senior Database Administrator for our EdTech team. The ideal candidate has 6-10 years of experience and is proficient in Backup & Recovery, Linux, MySQL, SQL, Replication. This is a on-site contract position focused on delivering high-quality cloud & infrastructure work."
Junior Cloud Architect,Cloud & Infrastructure,Kubernetes; AWS; Networking; Terraform; GCP,Junior,"Internship · Hybrid. We are hiring a Junior Cloud Architect for our SaaS team. The ideal candidate has 1-3 years of experience and is proficient in Kubernetes, AWS, Networking, Terraform, GCP. This is a hybrid internship position focused on delivering high-quality cloud & infrastructure work."
Senior Security Engineer,Cloud & Infrastructure,Network Security; Cybersecurity; Encryption; Linux; Incident Response; Penetration Testing,Senior,"Internship · Hybrid. We are hiring a Senior Security Engineer for our SaaS team. The ideal candidate has 6-10 years of experience and is proficient in Network Security, Cybersecurity, Encryption, Linux, Incident Response, Penetration Testing. This is a hybrid internship position focused on delivering high-quality cloud & infrastructure work."
Junior Database Administrator,Cloud & Infrastructure,Backup & Recovery; Security; Replication; Performance Tuning; SQL,Junior,"Full-time · Remote. We are hiring a Junior Database Administrator for our SaaS team. The ideal candidate has 1-3 years of experience and is proficient in Backup & Recovery, Security, Replication, Performance Tuning, SQL. This is a remote full-time position focused on delivering high-quality cloud & infrastructure work."
Junior Cloud Engineer,Cloud & Infrastructure,CloudFormation; Python; Kubernetes; Networking; Linux; AWS; CI/CD,Junior,"Contract · Hybrid. We are hiring a Junior Cloud Engineer for our Startup team. The ideal candidate has 1-3 years of experience and is proficient in CloudFormation, Python, Kubernetes, Networking, Linux, AWS, CI/CD. This is a hybrid contract position focused on delivering high-quality cloud & infrastructure work."
Senior Cloud Engineer,Cloud & Infrastructure,Monitoring; AWS; Networking; Linux; Kubernetes; CI/CD; Terraform,Senior,"Contract · Hybrid. We are hiring a Senior Cloud Engineer for our Startup team. The ideal candidate has 6-10 years of experience and is proficient in Monitoring, AWS, Networking, Linux, Kubernetes, CI/CD, Terraform. This is a hybrid contract position focused on delivering high-quality cloud & infrastructure work."
Junior Cloud Engineer,Cloud & Infrastructure,Networking; Kubernetes; CI/CD; Monitoring; AWS; Python,Junior,"Internship · On-site. We are hiring a Junior Cloud Engineer for our Startup team. The ideal candidate has 1-3 years of experience and is proficient in Networking, Kubernetes, CI/CD, Monitoring, AWS, Python. This is a on-site internship position focused on delivering high-quality cloud & infrastructure work."
Principal Database Administrator,Cloud & Infrastructure,Security; MySQL; Backup & Recovery; SQL; PostgreSQL; Performance Tuning,Principal,"Contract · On-site. We are hiring a Principal Database Administrator for our SaaS team. The ideal candidate has 12-20 years of experience and is proficient in Security, MySQL, Backup & Recovery, SQL, PostgreSQL, Performance Tuning. This is a on-site contract position focused on delivering high-quality cloud & infrastructure work."
Senior Network Engineer,Cloud & Infrastructure,TCP/IP; Switching; Security; Routing; Linux; Networking,Senior,"Full-time · Hybrid. We are hiring a Senior Network Engineer for our Startup team. The ideal candidate has 6-10 years of experience and is proficient in TCP/IP, Switching, Security, Routing, Linux, Networking. This is a hybrid full-time position focused on delivering high-quality cloud & infrastructure work."
Junior Database Administrator,Cloud & Infrastructure,Performance Tuning; Replication; PostgreSQL; SQL; MySQL; Security; Oracle,Junior,"Full-time · On-site. We are hiring a Junior Database Administrator for our E-commerce team. The ideal candidate has 1-3 years of experience and is proficient in Performance Tuning, Replication, PostgreSQL, SQL, MySQL, Security, Oracle. This is a on-site full-time position focused on delivering high-quality cloud & infrastructure work."
Mid-level Network Engineer,Cloud & Infrastructure,TCP/IP; VPN; Routing; DNS; Security; Networking,Mid-level,"Contract · On-site. We are hiring a Mid-level Network Engineer for our Gaming team. The ideal candidate has 3-6 years of experience and is proficient in TCP/IP, VPN, Routing, DNS, Security, Networking. This is a on-site contract position focused on delivering high-quality cloud & infrastructure work."
Senior Database Administrator,Cloud & Infrastructure,Security; Oracle; Linux; PostgreSQL; MySQL; Backup & Recovery,Senior,"Contract · On-site. We are hiring a Senior Database Administrator for our Healthcare team. The ideal candidate has 6-10 years of experience and is proficient in Security, Oracle, Linux, PostgreSQL, MySQL, Backup & Recovery. This is a on-site contract position focused on delivering high-quality cloud & infrastructure work."
Senior Cloud Engineer,Cloud & Infrastructure,Networking; Docker; CI/CD; Monitoring; Python,Senior,"Contract · Remote. We are hiring a Senior Cloud Engineer for our Fintech team. The ideal candidate has 6-10 years of experience and is proficient in Networking, Docker, CI/CD, Monitoring, Python. This is a remote contract position focused on delivering high-quality cloud & infrastructure work."
Senior Cloud Engineer,Cloud & Infrastructure,Networking; Docker; Python; Terraform; AWS; CloudFormation; Monitoring,Senior,"Contract · On-site. We are hiring a Senior Cloud Engineer for our Fintech team. The ideal candidate has 6-10 years of experience and is proficient in Networking, Docker, Python, Terraform, AWS, CloudFormation, Monitoring. This is a on-site contract position focused on delivering high-quality cloud & infrastructure work."
Junior Database Administrator,Cloud & Infrastructure,Linux; MySQL; Backup & Recovery; Performance Tuning; Oracle; PostgreSQL,Junior,"Internship · Hybrid. We are hiring a Junior Database Administrator for our Healthcare team. The ideal candidate has 1-3 years of experience and is proficient in Linux, MySQL, Backup & Recovery, Performance Tuning, Oracle, PostgreSQL. This is a hybrid internship position focused on delivering high-quality cloud & infrastructure work."
Lead Cloud Architect,Cloud & Infrastructure,Microservices; Azure; Security; GCP; Cost Optimization,Lead,"Contract · On-site. We are hiring a Lead Cloud Architect for our Healthcare team. The ideal candidate has 8-14 years of experience and is proficient in Microservices, Azure, Security, GCP, Cost Optimization. This is a on-site contract position focused on delivering high-quality cloud & infrastructure work."
Mid-level Cloud Architect,Cloud & Infrastructure,Cost Optimization; Security; Microservices; GCP; Azure; AWS,Mid-level,"Contract · Remote. We are hiring a Mid-level Cloud Architect for our Healthcare team. The ideal candidate has 3-6 years of experience and is proficient in Cost Optimization, Security, Microservices, GCP, Azure, AWS. This is a remote contract position focused on delivering high-quality cloud & infrastructure work."
Intern Cloud Architect,Cloud & Infrastructure,AWS; Microservices; System Design; GCP; Networking,Intern,"Contract · On-site. We are hiring a Intern Cloud Architect for our EdTech team. The ideal candidate has 0-1 years of experience and is proficient in AWS, Microservices, System Design, GCP, Networking. This is a on-site contract position focused on delivering high-quality cloud & infrastructure work."
Principal Network Engineer,Cloud & Infrastructure,Cisco; VPN; Security; Networking; TCP/IP; Switching,Principal,"Internship · Remote. We are hiring a Principal Network Engineer for our Gaming team. The ideal candidate has 12-20 years of experience and is proficient in Cisco, VPN, Security, Networking, TCP/IP, Switching. This is a remote internship position focused on delivering high-quality cloud & infrastructure work."
Senior Database Administrator,Cloud & Infrastructure,Security; MongoDB; Replication; Performance Tuning; Backup & Recovery,Senior,"Full-time · Remote. We are hiring a Senior Database Administrator for our Startup team. The ideal candidate has 6-10 years of experience and is proficient in Security, MongoDB, Replication, Performance Tuning, Backup & Recovery. This is a remote full-time position focused on delivering high-quality cloud & infrastructure work."
Mid-level Database Administrator,Cloud & Infrastructure,SQL; MySQL; Security; PostgreSQL; Performance Tuning; Oracle,Mid-level,"Contract · On-site. We are hiring a Mid-level Database Administrator for our SaaS team. The ideal candidate has 3-6 years of experience and is proficient in SQL, MySQL, Security, PostgreSQL, Performance Tuning, Oracle. This is a on-site contract position focused on delivering high-quality cloud & infrastructure work."
Mid-level Cloud Architect,Cloud & Infrastructure,Cost Optimization; Networking; AWS; Microservices; Kubernetes,Mid-level,"Full-time · Remote. We are hiring a Mid-level Cloud Architect for our E-commerce team. The ideal candidate has 3-6 years of experience and is proficient in Cost Optimization, Networking, AWS, Microservices, Kubernetes. This is a remote full-time position focused on delivering high-quality cloud & infrastructure work."
Senior Database Administrator,Cloud & Infrastructure,MongoDB; PostgreSQL; Backup & Recovery; Oracle; Performance Tuning; MySQL,Senior,"Full-time · On-site. We are hiring a Senior Database Administrator for our SaaS team. The ideal candidate has 6-10 years of experience and is proficient in MongoDB, PostgreSQL, Backup & Recovery, Oracle, Performance Tuning, MySQL. This is a on-site full-time position focused on delivering high-quality cloud & infrastructure work."
Lead Cloud Engineer,Cloud & Infrastructure,CI/CD; Docker; CloudFormation; Python; Linux; AWS,Lead,"Full-time · On-site. We are hiring a Lead Cloud Engineer for our EdTech team. The ideal candidate has 8-14 years of experience and is proficient in CI/CD, Docker, CloudFormation, Python, Linux, AWS. This is a on-site full-time position focused on delivering high-quality cloud & infrastructure work."
Lead Cloud Engineer,Cloud & Infrastructure,Monitoring; Terraform; Docker; CI/CD; CloudFormation,Lead,"Internship · Hybrid. We are hiring a Lead Cloud Engineer for our Fintech team. The ideal candidate has 8-14 years of experience and is proficient in Monitoring, Terraform, Docker, CI/CD, CloudFormation. This is a hybrid internship position focused on delivering high-quality cloud & infrastructure work."
Mid-level Cloud Engineer,Cloud & Infrastructure,Python; CloudFormation; Networking; CI/CD; Kubernetes,Mid-level,"Full-time · Remote. We are hiring a Mid-level Cloud Engineer for our Gaming team. The ideal candidate has 3-6 years of experience and is proficient in Python, CloudFormation, Networking, CI/CD, Kubernetes. This is a remote full-time position focused on delivering high-quality cloud & infrastructure work."
Mid-level Security Engineer,Cloud & Infrastructure,Network Security; Penetration Testing; Firewalls; SIEM; Linux; Cybersecurity,Mid-level,"Contract · On-site. We are hiring a Mid-level Security Engineer for our Enterprise team. The ideal candidate has 3-6 years of experience and is proficient in Network Security, Penetration Testing, Firewalls, SIEM, Linux, Cybersecurity. This is a on-site contract position focused on delivering high-quality cloud & infrastructure work."
Mid-level Database Administrator,Cloud & Infrastructure,MongoDB; MySQL; Security; Replication; Linux; Backup & Recovery; Performance Tuning,Mid-level,"Contract · Remote. We are hiring a Mid-level Database Administrator for our Fintech team. The ideal candidate has 3-6 years of experience and is proficient in MongoDB, MySQL, Security, Replication, Linux, Backup & Recovery, Performance Tuning. This is a remote contract position focused on delivering high-quality cloud & infrastructure work."
Mid-level Cloud Architect,Cloud & Infrastructure,GCP; AWS; Kubernetes; Terraform; Azure; Networking,Mid-level,"Internship · Hybrid. We are hiring a Mid-level Cloud Architect for our Enterprise team. The ideal candidate has 3-6 years of experience and is proficient in GCP, AWS, Kubernetes, Terraform, Azure, Networking. This is a hybrid internship position focused on delivering high-quality cloud & infrastructure work."
Principal Cloud Engineer,Cloud & Infrastructure,Docker; CloudFormation; CI/CD; Linux; Kubernetes,Principal,"Internship · On-site. We are hiring a Principal Cloud Engineer for our Enterprise team. The ideal candidate has 12-20 years of experience and is proficient in Docker, CloudFormation, CI/CD, Linux, Kubernetes. This is a on-site internship position focused on delivering high-quality cloud & infrastructure work."
Senior Cloud Architect,Cloud & Infrastructure,Kubernetes; Networking; Terraform; System Design; Security; AWS; GCP,Senior,"Internship · Hybrid. We are hiring a Senior Cloud Architect for our Gaming team. The ideal candidate has 6-10 years of experience and is proficient in Kubernetes, Networking, Terraform, System Design, Security, AWS, GCP. This is a hybrid internship position focused on delivering high-quality cloud & infrastructure work."
Intern Database Administrator,Cloud & Infrastructure,Linux; MySQL; Security; MongoDB; Oracle; PostgreSQL,Intern,"Internship · Hybrid. We are hiring a Intern Database Administrator for our Startup team. The ideal candidate has 0-1 years of experience and is proficient in Linux, MySQL, Security, MongoDB, Oracle, PostgreSQL. This is a hybrid internship position focused on delivering high-quality cloud & infrastructure work."
Mid-level Security Engineer,Cloud & Infrastructure,SIEM; Cybersecurity; OWASP; Incident Response; Firewalls,Mid-level,"Full-time · On-site. We are hiring a Mid-level Security Engineer for our E-commerce team. The ideal candidate has 3-6 years of experience and is proficient in SIEM, Cybersecurity, OWASP, Incident Response, Firewalls. This is a on-site full-time position focused on delivering high-quality cloud & infrastructure work."
Principal Database Administrator,Cloud & Infrastructure,Backup & Recovery; SQL; MongoDB; Security; MySQL; PostgreSQL,Principal,"Full-time · Remote. We are hiring a Principal Database Administrator for our SaaS team. The ideal candidate has 12-20 years of experience and is proficient in Backup & Recovery, SQL, MongoDB, Security, MySQL, PostgreSQL. This is a remote full-time position focused on delivering high-quality cloud & infrastructure work."
Senior Cloud Engineer,Cloud & Infrastructure,CI/CD; Networking; AWS; Terraform; Python,Senior,"Internship · Hybrid. We are hiring a Senior Cloud Engineer for our Startup team. The ideal candidate has 6-10 years of experience and is proficient in CI/CD, Networking, AWS, Terraform, Python. This is a hybrid internship position focused on delivering high-quality cloud & infrastructure work."
Junior Network Engineer,Cloud & Infrastructure,VPN; DNS; Routing; Cisco; Networking; Security; Switching,Junior,"Full-time · Hybrid. We are hiring a Junior Network Engineer for our E-commerce team. The ideal candidate has 1-3 years of experience and is proficient in VPN, DNS, Routing, Cisco, Networking, Security, Switching. This is a hybrid full-time position focused on delivering high-quality cloud & infrastructure work."
Mid-level Cloud Architect,Cloud & Infrastructure,Azure; Networking; Cost Optimization; System Design; AWS; GCP; Microservices,Mid-level,"Contract · Remote. We are hiring a Mid-level Cloud Architect for our E-commerce team. The ideal candidate has 3-6 years of experience and is proficient in Azure, Networking, Cost Optimization, System Design, AWS, GCP, Microservices. This is a remote contract position focused on delivering high-quality cloud & infrastructure work."
Mid-level Security Engineer,Cloud & Infrastructure,Incident Response; Python; Cybersecurity; Encryption; Penetration Testing,Mid-level,"Full-time · Remote. We are hiring a Mid-level Security Engineer for our Healthcare team. The ideal candidate has 3-6 years of experience and is proficient in Incident Response, Python, Cybersecurity, Encryption, Penetration Testing. This is a remote full-time position focused on delivering high-quality cloud & infrastructure work."
Principal Security Engineer,Cloud & Infrastructure,Penetration Testing; Encryption; Incident Response; SIEM; Network Security; OWASP; Python,Principal,"Contract · Hybrid. We are hiring a Principal Security Engineer for our Startup team. The ideal candidate has 12-20 years of experience and is proficient in Penetration Testing, Encryption, Incident Response, SIEM, Network Security, OWASP, Python. This is a hybrid contract position focused on delivering high-quality cloud & infrastructure work."
Mid-level Database Administrator,Cloud & Infrastructure,SQL; Oracle; MongoDB; MySQL; Replication; Security; Performance Tuning,Mid-level,"Contract · On-site. We are hiring a Mid-level Database Administrator for our Startup team. The ideal candidate has 3-6 years of experience and is proficient in SQL, Oracle, MongoDB, MySQL, Replication, Security, Performance Tuning. This is a on-site contract position focused on delivering high-quality cloud & infrastructure work."
Junior Cloud Engineer,Cloud & Infrastructure,Linux; CI/CD; Python; AWS; Monitoring; Docker; Networking,Junior,"Contract · On-site. We are hiring a Junior Cloud Engineer for our Fintech team. The ideal candidate has 1-3 years of experience and is proficient in Linux, CI/CD, Python, AWS, Monitoring, Docker, Networking. This is a on-site contract position focused on delivering high-quality cloud & infrastructure work."
Intern Cloud Architect,Cloud & Infrastructure,Cost Optimization; Kubernetes; Networking; Microservices; AWS; Azure,Intern,"Full-time · Remote. We are hiring a Intern Cloud Architect for our Fintech team. The ideal candidate has 0-1 years of experience and is proficient in Cost Optimization, Kubernetes, Networking, Microservices, AWS, Azure. This is a remote full-time position focused on delivering high-quality cloud & infrastructure work."
Intern Network Engineer,Cloud & Infrastructure,Switching; Networking; Cisco; Linux; Firewalls; TCP/IP,Intern,"Internship · Remote. We are hiring a Intern Network Engineer for our E-commerce team. The ideal candidate has 0-1 years of experience and is proficient in Switching, Networking, Cisco, Linux, Firewalls, TCP/IP. This is a remote internship position focused on delivering high-quality cloud & infrastructure work."
Principal Cloud Engineer,Cloud & Infrastructure,Python; Networking; CloudFormation; Terraform; Kubernetes; AWS,Principal,"Contract · On-site. We are hiring a Principal Cloud Engineer for our Healthcare team. The ideal candidate has 12-20 years of experience and is proficient in Python, Networking, CloudFormation, Terraform, Kubernetes, AWS. This is a on-site contract position focused on delivering high-quality cloud & infrastructure work."
Mid-level Security Engineer,Cloud & Infrastructure,OWASP; Penetration Testing; Firewalls; Encryption; Incident Response,Mid-level,"Contract · On-site. We are hiring a Mid-level Security Engineer for our Fintech team. The ideal candidate has 3-6 years of experience and is proficient in OWASP, Penetration Testing, Firewalls, Encryption, Incident Response. This is a on-site contract position focused on delivering high-quality cloud & infrastructure work."
Lead Database Administrator,Cloud & Infrastructure,Linux; SQL; Security; Performance Tuning; MongoDB; PostgreSQL; Replication,Lead,"Contract · Remote. We are hiring a Lead Database Administrator for our EdTech team. The ideal candidate has 8-14 years of experience and is proficient in Linux, SQL, Security, Performance Tuning, MongoDB, PostgreSQL, Replication. This is a remote contract position focused on delivering high-quality cloud & infrastructure work."
Junior Cloud Architect,Cloud & Infrastructure,Kubernetes; System Design; Terraform; Azure; GCP; Networking,Junior,"Contract · On-site. We are hiring a Junior Cloud Architect for our Enterprise team. The ideal candidate has 1-3 years of experience and is proficient in Kubernetes, System Design, Terraform, Azure, GCP, Networking. This is a on-site contract position focused on delivering high-quality cloud & infrastructure work."
Mid-level Network Engineer,Cloud & Infrastructure,VPN; Networking; Switching; Firewalls; Security; Cisco; DNS,Mid-level,"Full-time · Remote. We are hiring a Mid-level Network Engineer for our Gaming team. The ideal candidate has 3-6 years of experience and is proficient in VPN, Networking, Switching, Firewalls, Security, Cisco, DNS. This is a remote full-time position focused on delivering high-quality cloud & infrastructure work."
Lead Database Administrator,Cloud & Infrastructure,Performance Tuning; MySQL; Oracle; Backup & Recovery; PostgreSQL; SQL; Security,Lead,"Contract · On-site. We are hiring a Lead Database Administrator for our Startup team. The ideal candidate has 8-14 years of experience and is proficient in Performance Tuning, MySQL, Oracle, Backup & Recovery, PostgreSQL, SQL, Security. This is a on-site contract position focused on delivering high-quality cloud & infrastructure work."
Principal Network Engineer,Cloud & Infrastructure,VPN; Firewalls; TCP/IP; Routing; DNS; Networking; Security,Principal,"Full-time · On-site. We are hiring a Principal Network Engineer for our Healthcare team. The ideal candidate has 12-20 years of experience and is proficient in VPN, Firewalls, TCP/IP, Routing, DNS, Networking, Security. This is a on-site full-time position focused on delivering high-quality cloud & infrastructure work."
Mid-level Database Administrator,Cloud & Infrastructure,MongoDB; Backup & Recovery; Oracle; PostgreSQL; MySQL; Replication,Mid-level,"Contract · On-site. We are hiring a Mid-level Database Administrator for our Fintech team. The ideal candidate has 3-6 years of experience and is proficient in MongoDB, Backup & Recovery, Oracle, PostgreSQL, MySQL, Replication. This is a on-site contract position focused on delivering high-quality cloud & infrastructure work."
Junior Cloud Architect,Cloud & Infrastructure,Security; Networking; Microservices; AWS; System Design,Junior,"Full-time · Remote. We are hiring a Junior Cloud Architect for our Enterprise team. The ideal candidate has 1-3 years of experience and is proficient in Security, Networking, Microservices, AWS, System Design. This is a remote full-time position focused on delivering high-quality cloud & infrastructure work."
Mid-level Database Administrator,Cloud & Infrastructure,Linux; Oracle; Performance Tuning; MySQL; Backup & Recovery; PostgreSQL; Replication,Mid-level,"Internship · Hybrid. We are hiring a Mid-level Database Administrator for our SaaS team. The ideal candidate has 3-6 years of experience and is proficient in Linux, Oracle, Performance Tuning, MySQL, Backup & Recovery, PostgreSQL, Replication. This is a hybrid internship position focused on delivering high-quality cloud & infrastructure work."
Principal Cloud Engineer,Cloud & Infrastructure,Docker; Kubernetes; Networking; Linux; CloudFormation; Terraform,Principal,"Full-time · Remote. We are hiring a Principal Cloud Engineer for our Startup team. The ideal candidate has 12-20 years of experience and is proficient in Docker, Kubernetes, Networking, Linux, CloudFormation, Terraform. This is a remote full-time position focused on delivering high-quality cloud & infrastructure work."
Senior Security Engineer,Cloud & Infrastructure,Cybersecurity; OWASP; Linux; Python; Firewalls; SIEM,Senior,"Full-time · Hybrid. We are hiring a Senior Security Engineer for our EdTech team. The ideal candidate has 6-10 years of experience and is proficient in Cybersecurity, OWASP, Linux, Python, Firewalls, SIEM. This is a hybrid full-time position focused on delivering high-quality cloud & infrastructure work."
Senior Cloud Architect,Cloud & Infrastructure,Azure; AWS; Security; Networking; Microservices; Terraform; System Design,Senior,"Full-time · Remote. We are hiring a Senior Cloud Architect for our Healthcare team. The ideal candidate has 6-10 years of experience and is proficient in Azure, AWS, Security, Networking, Microservices, Terraform, System Design. This is a remote full-time position focused on delivering high-quality cloud & infrastructure work."
