title,category,skills,level,description
Lead Mobile Developer,Software Engineering,Android SDK; React Native; Kotlin; Swift; REST APIs; Git; UI Design,Lead,"Contract · Remote. We are hiring a Lead Mobile Developer for our Startup team. The ideal candidate has 8-14 years of experience and is proficient in Android SDK, React Native, Kotlin, Swift, REST APIs, Git, UI Design. This is a remote contract position focused on delivering high-quality software engineering work."
Mid-level DevOps Engineer,Software Engineering,Monitoring; CI/CD; Kubernetes; Linux; Ansible,Mid-level,"Contract · Remote. We are hiring a Mid-level DevOps Engineer for our Healthcare team. The ideal candidate has 3-6 years of experience and is proficient in Monitoring, CI/CD, Kubernetes, Linux, Ansible. This is a remote contract position focused on delivering high-quality software engineering work."
Senior Game Developer,Software Engineering,Unity; C++; Optimization; Game Design; Shaders; 3D Math; OpenGL,Senior,"Contract · Remote. We are hiring a Senior Game Developer for our EdTech team. The ideal candidate has 6-10 years of experience and is proficient in Unity, C++, Optimization, Game Design, Shaders, 3D Math, OpenGL. This is a remote contract position focused on delivering high-quality software engineering work."
Lead Game Developer,Software Engineering,C++; Unity; Unreal Engine; Optimization; 3D Math; OpenGL; Shaders,Lead,"Internship · Hybrid. We are hiring a Lead Game Developer for our SaaS team. The ideal candidate has 8-14 years of experience and is proficient in C++, Unity, Unreal Engine, Optimization, 3D Math, OpenGL, Shaders. This is a hybrid internship position focused on delivering high-quality software engineering work."
Mid-level DevOps Engineer,Software Engineering,Terraform; Jenkins; Bash; Ansible; Linux,Mid-level,"Full-time · On-site. We are hiring a Mid-level DevOps Engineer for our E-commerce team. The ideal candidate has 3-6 years of experience and is proficient in Terraform, Jenkins, Bash, Ansible, Linux. This is a on-site full-time position focused on delivering high-quality software engineering work."
Mid-level Backend Developer,Software Engineering,Redis; Spring Boot; Django; Java; Python,Mid-level,"Full-time · Hybrid. We are hiring a Mid-level Backend Developer for our Startup team. The ideal candidate has 3-6 years of experience and is proficient in Redis, Spring Boot, Django, Java, Python. This is a hybrid full-time position focused on delivering high-quality software engineering work."
Senior Full Stack Developer,Software Engineering,JavaScript; React; MongoDB; Docker; Python; SQL,Senior,"Internship · Hybrid. We are hiring a Senior Full Stack Developer for our E-commerce team. The ideal candidate has 6-10 years of experience and is proficient in JavaScript, React, MongoDB, Docker, Python, SQL. This is a hybrid internship position focused on delivering high-quality software engineering work."
Senior QA Engineer,Software Engineering,Manual Testing; Python; Selenium; CI/CD; Cypress; Bug Tracking,Senior,"Full-time · Remote. We are hiring a Senior QA Engineer for our EdTech team. The ideal candidate has 6-10 years of experience and is proficient in Manual Testing, Python, Selenium, CI/CD, Cypress, Bug Tracking. This is a remote full-time position focused on delivering high-quality software engineering work."
Intern Site Reliability Engineer,Software Engineering,Terraform; Kubernetes; Incident Response; Python; Monitoring; Grafana; Prometheus,Intern,"Internship · On-site. We are hiring a Intern Site Reliability Engineer for our EdTech team. The ideal candidate has 0-1 years of experience and is proficient in Terraform, Kubernetes, Incident Response, Python, Monitoring, Grafana, Prometheus. This is a on-site internship position focused on delivering high-quality software engineering work."
Intern Full Stack Developer,Software Engineering,JavaScript; Node.js; Python; React; SQL,Intern,"Internship · Hybrid. We are hiring a Intern Full Stack Developer for our Fintech team. The ideal candidate has 0-1 years of experience and is proficient in JavaScript, Node.js, Python, React, SQL. This is a hybrid internship position focused on delivering high-quality software engineering work."
Junior Backend Developer,Software Engineering,Django; GraphQL; Spring Boot; Node.js; REST APIs,Junior,"Contract · Remote. We are hiring a Junior Backend Developer for our EdTech team. The ideal candidate has 1-3 years of experience and is proficient in Django, GraphQL, Spring Boot, Node.js, REST APIs. This is a remote contract position focused on delivering high-quality software engineering work."
Lead QA Engineer,Software Engineering,Bug Tracking; CI/CD; Cypress; Postman; Manual Testing; Jira; Python,Lead,"Internship · Remote. We are hiring a Lead QA Engineer for our Fintech team. The ideal candidate has 8-14 years of experience and is proficient in Bug Tracking, CI/CD, Cypress, Postman, Manual Testing, Jira, Python. This is a remote internship position focused on delivering high-quality software engineering work."
Mid-level Software Architect,Software Engineering,Leadership; AWS; Scalability; REST APIs; System Design,Mid-level,"Internship · On-site. We are hiring a Mid-level Software Architect for our Fintech team. The ideal candidate has 3-6 years of experience and is proficient in Leadership, AWS, Scalability, REST APIs, System Design. This is a on-site internship position focused on delivering high-quality software engineering work."
Principal Game Developer,Software Engineering,3D Math; OpenGL; Game Design; Optimization; C++; Physics; Shaders,Principal,"Full-time · Remote. We are hiring a Principal Game Developer for our Enterprise team. The ideal candidate has 12-20 years of experience and is proficient in 3D Math, OpenGL, Game Design, Optimization, C++, Physics, Shaders. This is a remote full-time position focused on delivering high-quality software engineering work."
Mid-level Frontend Developer,Software Engineering,CSS; JavaScript; Sass; Jest; Redux,Mid-level,"Internship · Hybrid. We are hiring a Mid-level Frontend Developer for our Fintech team. The ideal candidate has 3-6 years of experience and is proficient in CSS, JavaScript, Sass, Jest, Redux. This is a hybrid internship position focused on delivering high-quality software engineering work."
Mid-level Frontend Developer,Software Engineering,React; HTML; Webpack; Sass; JavaScript; Redux,Mid-level,"Contract · Hybrid. We are hiring a Mid-level Frontend Developer for our SaaS team. The ideal candidate has 3-6 years of experience and is proficient in React, HTML, Webpack, Sass, JavaScript, Redux. This is a hybrid contract position focused on delivering high-quality software engineering work."
Principal Full Stack Developer,Software Engineering,Node.js; React; JavaScript; SQL; Docker; Git; MongoDB,Principal,"Full-time · On-site. We are hiring a Principal Full Stack Developer for our EdTech team. The ideal candidate has 12-20 years of experience and is proficient in Node.js, React, JavaScript, SQL, Docker, Git, MongoDB. This is a on-site full-time position focused on delivering high-quality software engineering work."
Principal Software Architect,Software Engineering,Leadership; Kafka; Java; Microservices; Docker; REST APIs,Principal,"Internship · Remote. We are hiring a Principal Software Architect for our EdTech team. The ideal candidate has 12-20 years of experience and is proficient in Leadership, Kafka, Java, Microservices, Docker, REST APIs. This is a remote internship position focused on delivering high-quality software engineering work."
Intern Full Stack Developer,Software Engineering,JavaScript; MongoDB; Python; REST APIs; Docker; React; Node.js,Intern,"Internship · Hybrid. We are hiring a Intern Full Stack Developer for our Healthcare team. The ideal candidate has 0-1 years of experience and is proficient in JavaScript, MongoDB, Python, REST APIs, Docker, React, Node.js. This is a hybrid internship position focused on delivering high-quality software engineering work."
Senior QA Engineer,Software Engineering,Python; JUnit; Postman; Jira; Selenium; Bug Tracking,Senior,"Contract · On-site. We are hiring a Senior QA Engineer for our Enterprise team. The ideal candidate has 6-10 years of experience and is proficient in Python, JUnit, Postman, Jira, Selenium, Bug Tracking. This is a on-site contract position focused on delivering high-quality software engineering work."
Mid-level Site Reliability Engineer,Software Engineering,Kubernetes; Prometheus; Incident Response; Terraform; Grafana; Monitoring; Go,Mid-level,"Contract · Hybrid. We are hiring a Mid-level Site Reliability Engineer for our E-commerce team. The ideal candidate has 3-6 years of experience and is proficient in Kubernetes, Prometheus, Incident Response, Terraform, Grafana, Monitoring, Go. This is a hybrid contract position focused on delivering high-quality software engineering work."
Lead Full Stack Developer,Software Engineering,Docker; TypeScript; Git; MongoDB; REST APIs; React; JavaScript,Lead,"Contract · On-site. We are hiring a Lead Full Stack Developer for our Healthcare team. The ideal candidate has 8-14 years of experience and is proficient in Docker, TypeScript, Git, MongoDB, REST APIs, React, JavaScript. This is a on-site contract position focused on delivering high-quality software engineering work."
Principal Mobile Developer,Software Engineering,Kotlin; Android SDK; Firebase; Swift; REST APIs; Flutter,Principal,"Contract · On-site. We are hiring a Principal Mobile Developer for our E-commerce team. The ideal candidate has 12-20 years of experience and is proficient in Kotlin, Android SDK, Firebase, Swift, REST APIs, Flutter. This is a on-site contract position focused on delivering high-quality software engineering work."
Senior Full Stack Developer,Software Engineering,MongoDB; Docker; SQL; Node.js; Python,Senior,"Contract · On-site. We are hiring a Senior Full Stack Developer for our Startup team. The ideal candidate has 6-10 years of experience and is proficient in MongoDB, Docker, SQL, Node.js, Python. This is a on-site contract position focused on delivering high-quality software engineering work."
Senior Mobile Developer,Software Engineering,UI Design; Flutter; REST APIs; Firebase; Git,Senior,"Contract · Hybrid. We are hiring a Senior Mobile Developer for our Startup team. The ideal candidate has 6-10 years of experience and is proficient in UI Design, Flutter, REST APIs, Firebase, Git. This is a hybrid contract position focused on delivering high-quality software engineering work."
Principal QA Engineer,Software Engineering,Manual Testing; Bug Tracking; Test Automation; Cypress; Selenium,Principal,"Full-time · Remote. We are hiring a Principal QA Engineer for our SaaS team. The ideal candidate has 12-20 years of experience and is proficient in Manual Testing, Bug Tracking, Test Automation, Cypress, Selenium. This is a remote full-time position focused on delivering high-quality software engineering work."
Senior Software Architect,Software Engineering,Design Patterns; Java; Kafka; Scalability; AWS; REST APIs,Senior,"Full-time · On-site. We are hiring a Senior Software Architect for our EdTech team. The ideal candidate has 6-10 years of experience and is proficient in Design Patterns, Java, Kafka, Scalability, AWS, REST APIs. This is a on-site full-time position focused on delivering high-quality software engineering work."
Junior Game Developer,Software Engineering,Unreal Engine; Unity; Optimization; Shaders; Physics; C++,Junior,"Contract · Hybrid. We are hiring a Junior Game Developer for our Healthcare team. The ideal candidate has 1-3 years of experience and is proficient in Unreal Engine, Unity, Optimization, Shaders, Physics, C++. This is a hybrid contract position focused on delivering high-quality software engineering work."
Intern QA Engineer,Software Engineering,Python; Cypress; Jira; Bug Tracking; Test Automation,Intern,"Contract · Hybrid. We are hiring a Intern QA Engineer for our SaaS team. The ideal candidate has 0-1 years of experience and is proficient in Python, Cypress, Jira, Bug Tracking, Test Automation. This is a hybrid contract position focused on delivering high-quality software engineering work."
Senior Full Stack Developer,Software Engineering,JavaScript; React; Node.js; TypeScript; Git; REST APIs,Senior,"Full-time · Hybrid. We are hiring a Senior Full Stack Developer for our Enterprise team. The ideal candidate has 6-10 years of experience and is proficient in JavaScript, React, Node.js, TypeScript, Git, REST APIs. This is a hybrid full-time position focused on delivering high-quality software engineering work."
Lead Mobile Developer,Software Engineering,Git; iOS; Swift; Firebase; REST APIs,Lead,"Contract · Hybrid. We are hiring a Lead Mobile Developer for our EdTech team. The ideal candidate has 8-14 years of experience and is proficient in Git, iOS, Swift, Firebase, REST APIs. This is a hybrid contract position focused on delivering high-quality software engineering work."
Mid-level Backend Developer,Software Engineering,Spring Boot; Java; GraphQL; Node.js; Django; SQL,Mid-level,"Internship · On-site. We are hiring a Mid-level Backend Developer for our Fintech team. The ideal candidate has 3-6 years of experience and is proficient in Spring Boot, Java, GraphQL, Node.js, Django, SQL. This is a on-site internship position focused on delivering high-quality software engineering work."
Intern Frontend Developer,Software Engineering,JavaScript; HTML; Jest; Webpack; Redux; Accessibility,Intern,"Internship · On-site. We are hiring a Intern Frontend Developer for our EdTech team. The ideal candidate has 0-1 years of experience and is proficient in JavaScript, HTML, Jest, Webpack, Redux, Accessibility. This is a on-site internship position focused on delivering high-quality software engineering work."
Lead Software Architect,Software Engineering,Java; Docker; Design Patterns; AWS; Scalability,Lead,"Internship · Remote. We are hiring a Lead Software Architect for our Enterprise team. The ideal candidate has 8-14 years of experience and is proficient in Java, Docker, Design Patterns, AWS, Scalability. This is a remote internship position focused on delivering high-quality software engineering work."
Senior QA Engineer,Software Engineering,Test Automation; Selenium; CI/CD; Cypress; Python; Postman; Manual Testing,Senior,"Full-time · Remote. We are hiring a Senior QA Engineer for our Enterprise team. The ideal candidate has 6-10 years of experience and is proficient in Test Automation, Selenium, CI/CD, Cypress, Python, Postman, Manual Testing. This is a remote full-time position focused on delivering high-quality software engineering work."
Lead Game Developer,Software Engineering,C++; OpenGL; Shaders; Unity; C#; Physics,Lead,"Internship · Hybrid. We are hiring a Lead Game Developer for our Startup team. The ideal candidate has 8-14 years of experience and is proficient in C++, OpenGL, Shaders, Unity, C#, Physics. This is a hybrid internship position focused on delivering high-quality software engineering work."
Lead Backend Developer,Software Engineering,Microservices; Node.js; Java; REST APIs; GraphQL; SQL; Python,Lead,"Contract · Hybrid. We are hiring a Lead Backend Developer for our Fintech team. The ideal candidate has 8-14 years of experience and is proficient in Microservices, Node.js, Java, REST APIs, GraphQL, SQL, Python. This is a hybrid contract position focused on delivering high-quality software engineering work."
Mid-level Full Stack Developer,Software Engineering,Python; TypeScript; React; Node.js; MongoDB; REST APIs,Mid-level,"Full-time · On-site. We are hiring a Mid-level Full Stack Developer for our Startup team. The ideal candidate has 3-6 years of experience and is proficient in Python, TypeScript, React, Node.js, MongoDB, REST APIs. This is a on-site full-time position focused on delivering high-quality software engineering work."
Intern Frontend Developer,Software Engineering,CSS; Accessibility; TypeScript; JavaScript; Sass,Intern,"Internship · On-site. We are hiring a Intern Frontend Developer for our Fintech team. The ideal candidate has 0-1 years of experience and is proficient in CSS, Accessibility, TypeScript, JavaScript, Sass. This is a on-site internship position focused on delivering high-quality software engineering work."
Junior Game Developer,Software Engineering,Unity; Shaders; Physics; C++; Optimization; OpenGL; Game Design,Junior,"Full-time · Hybrid. We are hiring a Junior Game Developer for our Healthcare team. The ideal candidate has 1-3 years of experience and is proficient in Unity, Shaders, Physics, C++, Optimization, OpenGL, Game Design. This is a hybrid full-time position focused on delivering high-quality software engineering work."
Senior QA Engineer,Software Engineering,Python; CI/CD; Manual Testing; Bug Tracking; Cypress; JUnit; Postman,Senior,"Internship · Remote. We are hiring a Senior QA Engineer for our Gaming team. The ideal candidate has 6-10 years of experience and is proficient in Python, CI/CD, Manual Testing, Bug Tracking, Cypress, JUnit, Postman. This is a remote internship position focused on delivering high-quality software engineering work."
Lead Site Reliability Engineer,Software Engineering,Incident Response; Terraform; Monitoring; Linux; Prometheus; AWS,Lead,"Full-time · Remote. We are hiring a Lead Site Reliability Engineer for our E-commerce team. The ideal candidate has 8-14 years of experience and is proficient in Incident Response, Terraform, Monitoring, Linux, Prometheus, AWS. This is a remote full-time position focused on delivering high-quality software engineering work."
Junior QA Engineer,Software Engineering,Jira; Cypress; Selenium; Test Automation; Manual Testing; Postman,Junior,"Contract · Remote. We are hiring a Junior QA Engineer for our Startup team. The ideal candidate has 1-3 years of experience and is proficient in Jira, Cypress, Selenium, Test Automation, Manual Testing, Postman. This is a remote contract position focused on delivering high-quality software engineering work."
Senior Site Reliability Engineer,Software Engineering,Monitoring; Incident Response; Linux; Go; Prometheus; Kubernetes,Senior,"Contract · Remote. We are hiring a Senior Site Reliability Engineer for our Startup team. The ideal candidate has 6-10 years of experience and is proficient in Monitoring, Incident Response, Linux, Go, Prometheus, Kubernetes. This is a remote contract position focused on delivering high-quality software engineering work."
Senior Software Architect,Software Engineering,Leadership; System Design; Docker; Design Patterns; Kafka,Senior,"Contract · Remote. We are hiring a Senior Software Architect for our Gaming team. The ideal candidate has 6-10 years of experience and is proficient in Leadership, System Design, Docker, Design Patterns, Kafka. This is a remote contract position focused on delivering high-quality software engineering work."
Junior Frontend Developer,Software Engineering,Redux; Sass; Accessibility; HTML; CSS; JavaScript; Webpack,Junior,"Internship · On-site. We are hiring a Junior Frontend Developer for our E-commerce team. The ideal candidate has 1-3 years of experience and is proficient in Redux, Sass, Accessibility, HTML, CSS, JavaScript, Webpack. This is a on-site internship position focused on delivering high-quality software engineering work."
Lead Site Reliability Engineer,Software Engineering,AWS; Go; Terraform; Python; Incident Response; Linux; Prometheus,Lead,"Full-time · On-site. We are hiring a Lead Site Reliability Engineer for our Gaming team. The ideal candidate has 8-14 years of experience and is proficient in AWS, Go, Terraform, Python, Incident Response, Linux, Prometheus. This is a on-site full-time position focused on delivering high-quality software engineering work."
Intern Site Reliability Engineer,Software Engineering,Incident Response; Terraform; Prometheus; Linux; Python; Grafana; Go,Intern,"Full-time · Remote. We are hiring a Intern Site Reliability Engineer for our EdTech team. The ideal candidate has 0-1 years of experience and is proficient in Incident Response, Terraform, Prometheus, Linux, Python, Grafana, Go. This is a remote full-time position focused on delivering high-quality software engineering work."
Intern Backend Developer,Software Engineering,Microservices; SQL; REST APIs; Node.js; GraphQL,Intern,"Internship · Remote. We are hiring a Intern Backend Developer for our Healthcare team. The ideal candidate has 0-1 years of experience and is proficient in Microservices, SQL, REST APIs, Node.js, GraphQL. This is a remote internship position focused on delivering high-quality software engineering work."
Intern Backend Developer,Software Engineering,Django; Microservices; Redis; REST APIs; Java; GraphQL; Python,Intern,"Internship · Hybrid. We are hiring a Intern Backend Developer for our Startup team. The ideal candidate has 0-1 years of experience and is proficient in Django, Microservices, Redis, REST APIs, Java, GraphQL, Python. This is a hybrid internship position focused on delivering high-quality software engineering work."
Mid-level Frontend Developer,Software Engineering,Redux; Jest; HTML; CSS; TypeScript; React; Accessibility,Mid-level,"Contract · On-site. We are hiring a Mid-level Frontend Developer for our Startup team. The ideal candidate has 3-6 years of experience and is proficient in Redux, Jest, HTML, CSS, TypeScript, React, Accessibility. This is a on-site contract position focused on delivering high-quality software engineering work."
Senior QA Engineer,Software Engineering,Cypress; Bug Tracking; Python; Test Automation; Postman; Selenium; CI/CD,Senior,"Contract · Remote. We are hiring a Senior QA Engineer for our EdTech team. The ideal candidate has 6-10 years of experience and is proficient in Cypress, Bug Tracking, Python, Test Automation, Postman, Selenium, CI/CD. This is a remote contract position focused on delivering high-quality software engineering work."
Mid-level Full Stack Developer,Software Engineering,MongoDB; Docker; React; Python; REST APIs; Node.js,Mid-level,"Internship · On-site. We are hiring a Mid-level Full Stack Developer for our E-commerce team. The ideal candidate has 3-6 years of experience and is proficient in MongoDB, Docker, React, Python, REST APIs, Node.js. This is a on-site internship position focused on delivering high-quality software engineering work."
Senior Mobile Developer,Software Engineering,Swift; iOS; Git; REST APIs; Android SDK; Firebase,Senior,"Contract · Remote. We are hiring a Senior Mobile Developer for our Gaming team. The ideal candidate has 6-10 years of experience and is proficient in Swift, iOS, Git, REST APIs, Android SDK, Firebase. This is a remote contract position focused on delivering high-quality software engineering work."
Mid-level Backend Developer,Software Engineering,Redis; Java; REST APIs; SQL; Node.js; Spring Boot,Mid-level,"Internship · Hybrid. We are hiring a Mid-level Backend Developer for our EdTech team. The ideal candidate has 3-6 years of experience and is proficient in Redis, Java, REST APIs, SQL, Node.js, Spring Boot. This is a hybrid internship position focused on delivering high-quality software engineering work."
Intern Site Reliability Engineer,Software Engineering,Prometheus; AWS; Go; Terraform; Monitoring; Python; Incident Response,Intern,"Internship · On-site. We are hiring a Intern Site Reliability Engineer for our E-commerce team. The ideal candidate has 0-1 years of experience and is proficient in Prometheus, AWS, Go, Terraform, Monitoring, Python, Incident Response. This is a on-site internship position focused on delivering high-quality software engineering work."
Intern Software Architect,Software Engineering,Java; Kafka; Scalability; AWS; Docker,Intern,"Contract · Hybrid. We are hiring a Intern Software Architect for our SaaS team. The ideal candidate has 0-1 years of experience and is proficient in Java, Kafka, Scalability, AWS, Docker. This is a hybrid contract position focused on delivering high-quality software engineering work."
Intern Software Architect,Software Engineering,Leadership; Kafka; Docker; REST APIs; Design Patterns,Intern,"Contract · Hybrid. We are hiring a Intern Software Architect for our EdTech team. The ideal candidate has 0-1 years of experience and is proficient in Leadership, Kafka, Docker, REST APIs, Design Patterns. This is a hybrid contract position focused on delivering high-quality software engineering work."
Mid-level Mobile Developer,Software Engineering,Kotlin; Git; React Native; UI Design; Android SDK; Flutter,Mid-level,"Full-time · Remote. We are hiring a Mid-level Mobile Developer for our E-commerce team. The ideal candidate has 3-6 years of experience and is proficient in Kotlin, Git, React Native, UI Design, Android SDK, Flutter. This is a remote full-time position focused on delivering high-quality software engineering work."
Principal Full Stack Developer,Software Engineering,TypeScript; Node.js; SQL; MongoDB; REST APIs,Principal,"Full-time · Hybrid. We are hiring a Principal Full Stack Developer for our Enterprise team. The ideal candidate has 12-20 years of experience and is proficient in TypeScript, Node.js, SQL, MongoDB, REST APIs. This is a hybrid full-time position focused on delivering high-quality software engineering work."
Mid-level Site Reliability Engineer,Software Engineering,Terraform; Python; Linux; Grafana; AWS; Kubernetes,Mid-level,"Contract · Hybrid. We are hiring a Mid-level Site Reliability Engineer for our Enterprise team. The ideal candidate has 3-6 years of experience and is proficient in Terraform, Python, Linux, Grafana, AWS, Kubernetes. This is a hybrid contract position focused on delivering high-quality software engineering work."
Principal Software Architect,Software Engineering,Scalability; Microservices; Design Patterns; Docker; Leadership; Java; AWS,Principal,"Internship · Hybrid. We are hiring a Principal Software Architect for our Enterprise team. The ideal candidate has 12-20 years of experience and is proficient in Scalability, Microservices, Design Patterns, Docker, Leadership, Java, AWS. This is a hybrid internship position focused on delivering high-quality software engineering work."
Junior Mobile Developer,Software Engineering,REST APIs; Firebase; iOS; Kotlin; UI Design,Junior,"Internship · On-site. We are hiring a Junior Mobile Developer for our Fintech team. The ideal candidate has 1-3 years of experience and is proficient in REST APIs, Firebase, iOS, Kotlin, UI Design. This is a on-site internship position focused on delivering high-quality software engineering work."
Intern Backend Developer,Software Engineering,Spring Boot; GraphQL; REST APIs; Node.js; Java; SQL,Intern,"Contract · Remote. We are hiring a Intern Backend Developer for our Gaming team. The ideal candidate has 0-1 years of experience and is proficient in Spring Boot, GraphQL, REST APIs, Node.js, Java, SQL. This is a remote contract position focused on delivering high-quality software engineering work."
Senior QA Engineer,Software Engineering,Cypress; JUnit; Postman; Selenium; Python; Test Automation; Bug Tracking,Senior,"Full-time · Remote. We are hiring a Senior QA Engineer for our Healthcare team. The ideal candidate has 6-10 years of experience and is proficient in Cypress, JUnit, Postman, Selenium, Python, Test Automation, Bug Tracking. This is a remote full-time position focused on delivering high-quality software engineering work."
Senior Game Developer,Software Engineering,C#; Game Design; Shaders; Unreal Engine; 3D Math,Senior,"Full-time · Hybrid. We are hiring a Senior Game Developer for our EdTech team. The ideal candidate has 6-10 years of experience and is proficient in C#, Game Design, Shaders, Unreal Engine, 3D Math. This is a hybrid full-time position focused on delivering high-quality software engineering work."
Principal Full Stack Developer,Software Engineering,REST APIs; JavaScript; React; SQL; Docker; Python,Principal,"Internship · Remote. We are hiring a Principal Full Stack Developer for our Fintech team. The ideal candidate has 12-20 years of experience and is proficient in REST APIs, JavaScript, React, SQL, Docker, Python. This is a remote internship position focused on delivering high-quality software engineering work."
Senior Mobile Developer,Software Engineering,Firebase; UI Design; REST APIs; Swift; Kotlin; React Native,Senior,"Full-time · On-site. We are hiring a Senior Mobile Developer for our SaaS team. The ideal candidate has 6-10 years of experience and is proficient in Firebase, UI Design, REST APIs, Swift, Kotlin, React Native. This is a on-site full-time position focused on delivering high-quality software engineering work."
Lead Game Developer,Software Engineering,Game Design; C++; Unity; Physics; C#; Shaders,Lead,"Full-time · Remote. We are hiring a Lead Game Developer for our E-commerce team. The ideal candidate has 8-14 years of experience and is proficient in Game Design, C++, Unity, Physics, C#, Shaders. This is a remote full-time position focused on delivering high-quality software engineering work."
Intern Software Architect,Software Engineering,Docker; System Design; AWS; Scalability; Java; Design Patterns,Intern,"Contract · Remote. We are hiring a Intern Software Architect for our Startup team. The ideal candidate has 0-1 years of experience and is proficient in Docker, System Design, AWS, Scalability, Java, Design Patterns. This is a remote contract position focused on delivering high-quality software engineering work."
Junior Backend Developer,Software Engineering,Java; GraphQL; SQL; Spring Boot; Python; REST APIs,Junior,"Full-time · Remote. We are hiring a Junior Backend Developer for our Enterprise team. The ideal candidate has 1-3 years of experience and is proficient in Java, GraphQL, SQL, Spring Boot, Python, REST APIs. This is a remote full-time position focused on delivering high-quality software engineering work."
Senior Full Stack Developer,Software Engineering,React; REST APIs; TypeScript; Docker; Git,Senior,"Contract · Hybrid. We are hiring a Senior Full Stack Developer for our Startup team. The ideal candidate has 6-10 years of experience and is proficient in React, REST APIs, TypeScript, Docker, Git. This is a hybrid contract position focused on delivering high-quality software engineering work."
Senior Backend Developer,Software Engineering,Redis; Python; SQL; Django; Node.js; GraphQL; Microservices,Senior,"Full-time · On-site. We are hiring a Senior Backend Developer for our Fintech team. The ideal candidate has 6-10 years of experience and is proficient in Redis, Python, SQL, Django, Node.js, GraphQL, Microservices. This is a on-site full-time position focused on delivering high-quality software engineering work."
Mid-level Site Reliability Engineer,Software Engineering,Incident Response; Grafana; Monitoring; AWS; Kubernetes; Prometheus; Go,Mid-level,"Contract · On-site. We are hiring a Mid-level Site Reliability Engineer for our Enterprise team. The ideal candidate has 3-6 years of experience and is proficient in Incident Response, Grafana, Monitoring, AWS, Kubernetes, Prometheus, Go. This is a on-site contract position focused on delivering high-quality software engineering work."
Mid-level DevOps Engineer,Software Engineering,Terraform; Bash; Docker; Kubernetes; CI/CD; AWS,Mid-level,"Full-time · Hybrid. We are hiring a Mid-level DevOps Engineer for our Gaming team. The ideal candidate has 3-6 years of experience and is proficient in Terraform, Bash, Docker, Kubernetes, CI/CD, AWS. This is a hybrid full-time position focused on delivering high-quality software engineering work."
