title,category,skills,level,description
Product Demos,Business,Sales Engineer,Beginner,Product Demos is an beginner-level skill commonly required for Sales Engineer roles in the Business field.
Jest,Software Engineering,Site Reliability Engineer,Advanced,Jest is an advanced-level skill commonly required for Site Reliability Engineer roles in the Software Engineering field.
Technical SEO,Marketing,SEO Specialist,Expert,Technical SEO is an expert-level skill commonly required for SEO Specialist roles in the Marketing field.
Wireframing,Design,Graphic Designer,Intermediate,Wireframing is an intermediate-level skill commonly required for Graphic Designer roles in the Design field.
Operations Management,Business,HR Specialist,Intermediate,Operations Management is an intermediate-level skill commonly required for HR Specialist roles in the Business field.
Payroll,Business,Sales Engineer,Expert,Payroll is an expert-level skill commonly required for Sales Engineer roles in the Business field.
Git,Software Engineering,Backend Developer,Beginner,Git is an beginner-level skill commonly required for Backend Developer roles in the Software Engineering field.
AWS,Software Engineering,DevOps Engineer,Expert,AWS is an expert-level skill commonly required for DevOps Engineer roles in the Software Engineering field.
REST APIs,Software Engineering,Mobile Developer,Beginner,REST APIs is an beginner-level skill commonly required for Mobile Developer roles in the Software Engineering field.
MLOps,Data & AI,Data Engineer,Advanced,MLOps is an advanced-level skill commonly required for Data Engineer roles in the Data & AI field.
C++,Software Engineering,DevOps Engineer,Beginner,C++ is an beginner-level skill commonly required for DevOps Engineer roles in the Software Engineering field.
Microservices,Software Engineering,Backend Developer,Expert,Microservices is an expert-level skill commonly required for Backend Developer roles in the Software Engineering field.
Community Management,Marketing,SEO Specialist,Beginner,Community Management is an beginner-level skill commonly required for SEO Specialist roles in the Marketing field.
SIEM,Cloud & Infrastructure,Cloud Engineer,Intermediate,SIEM is an intermediate-level skill commonly required for Cloud Engineer roles in the Cloud & Infrastructure field.
Reporting,Data & AI,Data Analyst,Advanced,Reporting is an advanced-level skill commonly required for Data Analyst roles in the Data & AI field.
Ansible,Software Engineering,DevOps Engineer,Intermediate,Ansible is an intermediate-level skill commonly required for DevOps Engineer roles in the Software Engineering field.
Shaders,Software Engineering,Game Developer,Expert,Shaders is an expert-level skill commonly required for Game Developer roles in the Software Engineering field.
Employee Relations,Business,Sales Engineer,Expert,Employee Relations is an expert-level skill commonly required for Sales Engineer roles in the Business field.
Onboarding,Business,HR Specialist,Beginner,Onboarding is an beginner-level skill commonly required for HR Specialist roles in the Business field.
SEMrush,Marketing,Social Media Manager,Expert,SEMrush is an expert-level skill commonly required for Social Media Manager roles in the Marketing field.
Go,Software Engineering,Game Developer,Expert,Go is an expert-level skill commonly required for Game Developer roles in the Software Engineering field.
JUnit,Software Engineering,QA Engineer,Expert,JUnit is an expert-level skill commonly required for QA Engineer roles in the Software Engineering field.
Test Automation,Software Engineering,Mobile Developer,Beginner,Test Automation is an beginner-level skill commonly required for Mobile Developer roles in the Software Engineering field.
Switching,Cloud & Infrastructure,Cloud Architect,Advanced,Switching is an advanced-level skill commonly required for Cloud Architect roles in the Cloud & Infrastructure field.
Data Visualization,Data & AI,Data Analyst,Expert,Data Visualization is an expert-level skill commonly required for Data Analyst roles in the Data & AI field.
C++,Software Engineering,Game Developer,Advanced,C++ is an advanced-level skill commonly required for Game Developer roles in the Software Engineering field.
Wireframing,Design,UX Designer,Beginner,Wireframing is an beginner-level skill commonly required for UX Designer roles in the Design field.
Kubernetes,Software Engineering,Software Architect,Expert,Kubernetes is an expert-level skill commonly required for Software Architect roles in the Software Engineering field.
Design Systems,Design,UX Designer,Advanced,Design Systems is an advanced-level skill commonly required for UX Designer roles in the Design field.
PyTorch,Data & AI,NLP Engineer,Expert,PyTorch is an expert-level skill commonly required for NLP Engineer roles in the Data & AI field.
Coaching,Product & Management,Scrum Master,Advanced,Coaching is an advanced-level skill commonly required for Scrum Master roles in the Product & Management field.
Documentation,Business,Sales Engineer,Advanced,Documentation is an advanced-level skill commonly required for Sales Engineer roles in the Business field.
AWS,Software Engineering,QA Engineer,Beginner,AWS is an beginner-level skill commonly required for QA Engineer roles in the Software Engineering field.
Copywriting,Marketing,Digital Marketing Specialist,Intermediate,Copywriting is an intermediate-level skill commonly required for Digital Marketing Specialist roles in the Marketing field.
Sass,Software Engineering,Backend Developer,Expert,Sass is an expert-level skill commonly required for Backend Developer roles in the Software Engineering field.
Budgeting,Product & Management,Product Owner,Expert,Budgeting is an expert-level skill commonly required for Product Owner roles in the Product & Management field.
Storytelling,Marketing,Content Strategist,Beginner,Storytelling is an beginner-level skill commonly required for Content Strategist roles in the Marketing field.
SEMrush,Marketing,SEO Specialist,Intermediate,SEMrush is an intermediate-level skill commonly required for SEO Specialist roles in the Marketing field.
Firebase,Software Engineering,Full Stack Developer,Beginner,Firebase is an beginner-level skill commonly required for Full Stack Developer roles in the Software Engineering field.
Bug Tracking,Software Engineering,Software Architect,Advanced,Bug Tracking is an advanced-level skill commonly required for Software Architect roles in the Software Engineering field.
Supply Chain,Business,Operations Manager,Advanced,Supply Chain is an advanced-level skill commonly required for Operations Manager roles in the Business field.
Python,Software Engineering,Data Scientist,Intermediate,Python is an intermediate-level skill commonly required for Data Scientist roles in the Software Engineering field.
TypeScript,Software Engineering,QA Engineer,Expert,TypeScript is an expert-level skill commonly required for QA Engineer roles in the Software Engineering field.
Deep Learning,Data & AI,NLP Engineer,Expert,Deep Learning is an expert-level skill commonly required for NLP Engineer roles in the Data & AI field.
Transformers,Data & AI,Data Scientist,Beginner,Transformers is an beginner-level skill commonly required for Data Scientist roles in the Data & AI field.
Editorial Planning,Marketing,Growth Marketer,Expert,Editorial Planning is an expert-level skill commonly required for Growth Marketer roles in the Marketing field.
Cost Optimization,Cloud & Infrastructure,Cloud Architect,Advanced,Cost Optimization is an advanced-level skill commonly required for Cloud Architect roles in the Cloud & Infrastructure field.
Content Creation,Marketing,Social Media Manager,Beginner,Content Creation is an beginner-level skill commonly required for Social Media Manager roles in the Marketing field.
Network Security,Cloud & Infrastructure,Security Engineer,Beginner,Network Security is an beginner-level skill commonly required for Security Engineer roles in the Cloud & Infrastructure field.
Google Ads,Marketing,Growth Marketer,Expert,Google Ads is an expert-level skill commonly required for Growth Marketer roles in the Marketing field.
Backlog Management,Product & Management,Scrum Master,Expert,Backlog Management is an expert-level skill commonly required for Scrum Master roles in the Product & Management field.
Scikit-learn,Data & AI,Data Analyst,Advanced,Scikit-learn is an advanced-level skill commonly required for Data Analyst roles in the Data & AI field.
Postman,Software Engineering,QA Engineer,Beginner,Postman is an beginner-level skill commonly required for QA Engineer roles in the Software Engineering field.
spaCy,Data & AI,Data Engineer,Advanced,spaCy is an advanced-level skill commonly required for Data Engineer roles in the Data & AI field.
Networking,Cloud & Infrastructure,Cloud Architect,Advanced,Networking is an advanced-level skill commonly required for Cloud Architect roles in the Cloud & Infrastructure field.
Firewalls,Cloud & Infrastructure,Cloud Engineer,Expert,Firewalls is an expert-level skill commonly required for Cloud Engineer roles in the Cloud & Infrastructure field.
Excel,Data & AI,Business Analyst,Advanced,Excel is an advanced-level skill commonly required for Business Analyst roles in the Data & AI field.
Compliance,Business,HR Specialist,Advanced,Compliance is an advanced-level skill commonly required for HR Specialist roles in the Business field.
CI/CD,Software Engineering,Frontend Developer,Beginner,CI/CD is an beginner-level skill commonly required for Frontend Developer roles in the Software Engineering field.
Data Analysis,Business,Business Analyst,Advanced,Data Analysis is an advanced-level skill commonly required for Business Analyst roles in the Business field.
Publications,Data & AI,Data Analyst,Intermediate,Publications is an intermediate-level skill commonly required for Data Analyst roles in the Data & AI field.
Encryption,Cloud & Infrastructure,Network Engineer,Advanced,Encryption is an advanced-level skill commonly required for Network Engineer roles in the Cloud & Infrastructure field.
UI Design,Software Engineering,Mobile Developer,Advanced,UI Design is an advanced-level skill commonly required for Mobile Developer roles in the Software Engineering field.
Git,Software Engineering,Full Stack Developer,Expert,Git is an expert-level skill commonly required for Full Stack Developer roles in the Software Engineering field.
NLP,Data & AI,AI Researcher,Beginner,NLP is an beginner-level skill commonly required for AI Researcher roles in the Data & AI field.
CI/CD,Software Engineering,Mobile Developer,Expert,CI/CD is an expert-level skill commonly required for Mobile Developer roles in the Software Engineering field.
Content Strategy,Marketing,Social Media Manager,Advanced,Content Strategy is an advanced-level skill commonly required for Social Media Manager roles in the Marketing field.
Performance Tuning,Cloud & Infrastructure,Database Administrator,Advanced,Performance Tuning is an advanced-level skill commonly required for Database Administrator roles in the Cloud & Infrastructure field.
SIEM,Cloud & Infrastructure,Network Engineer,Beginner,SIEM is an beginner-level skill commonly required for Network Engineer roles in the Cloud & Infrastructure field.
React,Software Engineering,Full Stack Developer,Beginner,React is an beginner-level skill commonly required for Full Stack Developer roles in the Software Engineering field.
Layout Design,Design,Graphic Designer,Advanced,Layout Design is an advanced-level skill commonly required for Graphic Designer roles in the Design field.
Java,Software Engineering,Software Architect,Beginner,Java is an beginner-level skill commonly required for Software Architect roles in the Software Engineering field.
Design Thinking,Design,Graphic Designer,Expert,Design Thinking is an expert-level skill commonly required for Graphic Designer roles in the Design field.
Accounting,Business,HR Specialist,Intermediate,Accounting is an intermediate-level skill commonly required for HR Specialist roles in the Business field.
APIs,Business,Operations Manager,Intermediate,APIs is an intermediate-level skill commonly required for Operations Manager roles in the Business field.
PyTorch,Data & AI,AI Researcher,Beginner,PyTorch is an beginner-level skill commonly required for AI Researcher roles in the Data & AI field.
Strategy,Product & Management,Project Manager,Beginner,Strategy is an beginner-level skill commonly required for Project Manager roles in the Product & Management field.
Linux,Software Engineering,Mobile Developer,Intermediate,Linux is an intermediate-level skill commonly required for Mobile Developer roles in the Software Engineering field.
Redux,Software Engineering,Full Stack Developer,Intermediate,Redux is an intermediate-level skill commonly required for Full Stack Developer roles in the Software Engineering field.
Redis,Software Engineering,QA Engineer,Expert,Redis is an expert-level skill commonly required for QA Engineer roles in the Software Engineering field.
Network Security,Cloud & Infrastructure,Network Engineer,Expert,Network Security is an expert-level skill commonly required for Network Engineer roles in the Cloud & Infrastructure field.
Wireframing,Design,Interaction Designer,Advanced,Wireframing is an advanced-level skill commonly required for Interaction Designer roles in the Design field.
Redis,Software Engineering,DevOps Engineer,Advanced,Redis is an advanced-level skill commonly required for DevOps Engineer roles in the Software Engineering field.
Personas,Design,UX Designer,Expert,Personas is an expert-level skill commonly required for UX Designer roles in the Design field.
Redis,Software Engineering,Frontend Developer,Intermediate,Redis is an intermediate-level skill commonly required for Frontend Developer roles in the Software Engineering field.
Illustrator,Design,Graphic Designer,Expert,Illustrator is an expert-level skill commonly required for Graphic Designer roles in the Design field.
Redux,Software Engineering,Mobile Developer,Beginner,Redux is an beginner-level skill commonly required for Mobile Developer roles in the Software Engineering field.
Program Management,Product & Management,Product Owner,Beginner,Program Management is an beginner-level skill commonly required for Product Owner roles in the Product & Management field.
Hadoop,Data & AI,Computer Vision Engineer,Advanced,Hadoop is an advanced-level skill commonly required for Computer Vision Engineer roles in the Data & AI field.
Kotlin,Software Engineering,Frontend Developer,Advanced,Kotlin is an advanced-level skill commonly required for Frontend Developer roles in the Software Engineering field.
System Design,Software Engineering,Cloud Architect,Beginner,System Design is an beginner-level skill commonly required for Cloud Architect roles in the Software Engineering field.
Servant Leadership,Product & Management,Product Manager,Intermediate,Servant Leadership is an intermediate-level skill commonly required for Product Manager roles in the Product & Management field.
Content Strategy,Marketing,Content Strategist,Beginner,Content Strategy is an beginner-level skill commonly required for Content Strategist roles in the Marketing field.
MongoDB,Software Engineering,Game Developer,Expert,MongoDB is an expert-level skill commonly required for Game Developer roles in the Software Engineering field.
Leadership,Software Engineering,DevOps Engineer,Beginner,Leadership is an beginner-level skill commonly required for DevOps Engineer roles in the Software Engineering field.
Encryption,Cloud & Infrastructure,Security Engineer,Advanced,Encryption is an advanced-level skill commonly required for Security Engineer roles in the Cloud & Infrastructure field.
Pandas,Data & AI,Data Engineer,Advanced,Pandas is an advanced-level skill commonly required for Data Engineer roles in the Data & AI field.
InDesign,Design,Graphic Designer,Expert,InDesign is an expert-level skill commonly required for Graphic Designer roles in the Design field.
CNN,Data & AI,Computer Vision Engineer,Expert,CNN is an expert-level skill commonly required for Computer Vision Engineer roles in the Data & AI field.
Azure,Cloud & Infrastructure,Cloud Architect,Beginner,Azure is an beginner-level skill commonly required for Cloud Architect roles in the Cloud & Infrastructure field.
MySQL,Cloud & Infrastructure,Security Engineer,Intermediate,MySQL is an intermediate-level skill commonly required for Security Engineer roles in the Cloud & Infrastructure field.
AWS,Software Engineering,Frontend Developer,Advanced,AWS is an advanced-level skill commonly required for Frontend Developer roles in the Software Engineering field.
BERT,Data & AI,Data Analyst,Beginner,BERT is an beginner-level skill commonly required for Data Analyst roles in the Data & AI field.
Community Management,Marketing,Digital Marketing Specialist,Expert,Community Management is an expert-level skill commonly required for Digital Marketing Specialist roles in the Marketing field.
Forecasting,Business,Sales Engineer,Beginner,Forecasting is an beginner-level skill commonly required for Sales Engineer roles in the Business field.
Selenium,Software Engineering,QA Engineer,Intermediate,Selenium is an intermediate-level skill commonly required for QA Engineer roles in the Software Engineering field.
Sass,Software Engineering,Software Architect,Advanced,Sass is an advanced-level skill commonly required for Software Architect roles in the Software Engineering field.
React Native,Software Engineering,Mobile Developer,Advanced,React Native is an advanced-level skill commonly required for Mobile Developer roles in the Software Engineering field.
Scikit-learn,Data & AI,NLP Engineer,Intermediate,Scikit-learn is an intermediate-level skill commonly required for NLP Engineer roles in the Data & AI field.
A/B Testing,Data & AI,Computer Vision Engineer,Beginner,A/B Testing is an beginner-level skill commonly required for Computer Vision Engineer roles in the Data & AI field.
Physics,Software Engineering,QA Engineer,Advanced,Physics is an advanced-level skill commonly required for QA Engineer roles in the Software Engineering field.
Shaders,Software Engineering,Full Stack Developer,Expert,Shaders is an expert-level skill commonly required for Full Stack Developer roles in the Software Engineering field.
Leadership,Software Engineering,Program Manager,Intermediate,Leadership is an intermediate-level skill commonly required for Program Manager roles in the Software Engineering field.
Presentations,Business,Sales Engineer,Expert,Presentations is an expert-level skill commonly required for Sales Engineer roles in the Business field.
Coaching,Product & Management,Project Manager,Advanced,Coaching is an advanced-level skill commonly required for Project Manager roles in the Product & Management field.
Recruitment,Business,Business Analyst,Intermediate,Recruitment is an intermediate-level skill commonly required for Business Analyst roles in the Business field.
Power BI,Data & AI,Data Analyst,Advanced,Power BI is an advanced-level skill commonly required for Data Analyst roles in the Data & AI field.
Spark,Data & AI,Data Analyst,Beginner,Spark is an beginner-level skill commonly required for Data Analyst roles in the Data & AI field.
SQL,Software Engineering,Frontend Developer,Expert,SQL is an expert-level skill commonly required for Frontend Developer roles in the Software Engineering field.
Prometheus,Software Engineering,Game Developer,Intermediate,Prometheus is an intermediate-level skill commonly required for Game Developer roles in the Software Engineering field.
System Design,Software Engineering,Game Developer,Advanced,System Design is an advanced-level skill commonly required for Game Developer roles in the Software Engineering field.
Manual Testing,Software Engineering,Software Architect,Advanced,Manual Testing is an advanced-level skill commonly required for Software Architect roles in the Software Engineering field.
Shaders,Software Engineering,Backend Developer,Beginner,Shaders is an beginner-level skill commonly required for Backend Developer roles in the Software Engineering field.
Data Cleaning,Data & AI,AI Researcher,Expert,Data Cleaning is an expert-level skill commonly required for AI Researcher roles in the Data & AI field.
User Research,Design,UX Designer,Intermediate,User Research is an intermediate-level skill commonly required for UX Designer roles in the Design field.
Dashboards,Data & AI,AI Researcher,Beginner,Dashboards is an beginner-level skill commonly required for AI Researcher roles in the Data & AI field.
Branding,Design,UI Designer,Expert,Branding is an expert-level skill commonly required for UI Designer roles in the Design field.
Stakeholder Management,Product & Management,Product Owner,Intermediate,Stakeholder Management is an intermediate-level skill commonly required for Product Owner roles in the Product & Management field.
Prototyping,Design,Graphic Designer,Advanced,Prototyping is an advanced-level skill commonly required for Graphic Designer roles in the Design field.
Process Improvement,Business,HR Specialist,Advanced,Process Improvement is an advanced-level skill commonly required for HR Specialist roles in the Business field.
Design Patterns,Software Engineering,Software Architect,Expert,Design Patterns is an expert-level skill commonly required for Software Architect roles in the Software Engineering field.
Campaign Management,Marketing,Digital Marketing Specialist,Advanced,Campaign Management is an advanced-level skill commonly required for Digital Marketing Specialist roles in the Marketing field.
Scrum,Product & Management,Scrum Master,Beginner,Scrum is an beginner-level skill commonly required for Scrum Master roles in the Product & Management field.
Physics,Software Engineering,Game Developer,Intermediate,Physics is an intermediate-level skill commonly required for Game Developer roles in the Software Engineering field.
Process Modeling,Business,Sales Engineer,Intermediate,Process Modeling is an intermediate-level skill commonly required for Sales Engineer roles in the Business field.
JavaScript,Software Engineering,Frontend Developer,Beginner,JavaScript is an beginner-level skill commonly required for Frontend Developer roles in the Software Engineering field.
Jupyter,Data & AI,Data Engineer,Advanced,Jupyter is an advanced-level skill commonly required for Data Engineer roles in the Data & AI field.
SQL,Software Engineering,Backend Developer,Intermediate,SQL is an intermediate-level skill commonly required for Backend Developer roles in the Software Engineering field.
Communication,Product & Management,Project Manager,Beginner,Communication is an beginner-level skill commonly required for Project Manager roles in the Product & Management field.
Java,Software Engineering,Mobile Developer,Advanced,Java is an advanced-level skill commonly required for Mobile Developer roles in the Software Engineering field.
Typography,Design,UI Designer,Expert,Typography is an expert-level skill commonly required for UI Designer roles in the Design field.
Engagement,Marketing,Social Media Manager,Expert,Engagement is an expert-level skill commonly required for Social Media Manager roles in the Marketing field.
Creativity,Design,Graphic Designer,Advanced,Creativity is an advanced-level skill commonly required for Graphic Designer roles in the Design field.
Test Automation,Software Engineering,QA Engineer,Expert,Test Automation is an expert-level skill commonly required for QA Engineer roles in the Software Engineering field.
Leadership,Software Engineering,Backend Developer,Expert,Leadership is an expert-level skill commonly required for Backend Developer roles in the Software Engineering field.
Python,Software Engineering,Computer Vision Engineer,Beginner,Python is an beginner-level skill commonly required for Computer Vision Engineer roles in the Software Engineering field.
Process Improvement,Business,Operations Manager,Advanced,Process Improvement is an advanced-level skill commonly required for Operations Manager roles in the Business field.
Stakeholder Management,Product & Management,Project Manager,Advanced,Stakeholder Management is an advanced-level skill commonly required for Project Manager roles in the Product & Management field.
Shaders,Software Engineering,Software Architect,Advanced,Shaders is an advanced-level skill commonly required for Software Architect roles in the Software Engineering field.
CUDA,Data & AI,Machine Learning Engineer,Advanced,CUDA is an advanced-level skill commonly required for Machine Learning Engineer roles in the Data & AI field.
MLOps,Data & AI,Data Analyst,Expert,MLOps is an expert-level skill commonly required for Data Analyst roles in the Data & AI field.
Jenkins,Software Engineering,Site Reliability Engineer,Intermediate,Jenkins is an intermediate-level skill commonly required for Site Reliability Engineer roles in the Software Engineering field.
CSS,Software Engineering,Software Architect,Expert,CSS is an expert-level skill commonly required for Software Architect roles in the Software Engineering field.
Firewalls,Cloud & Infrastructure,Database Administrator,Expert,Firewalls is an expert-level skill commonly required for Database Administrator roles in the Cloud & Infrastructure field.
SEMrush,Marketing,Growth Marketer,Intermediate,SEMrush is an intermediate-level skill commonly required for Growth Marketer roles in the Marketing field.
Accounting,Business,Business Analyst,Intermediate,Accounting is an intermediate-level skill commonly required for Business Analyst roles in the Business field.
Gantt Charts,Product & Management,Product Owner,Expert,Gantt Charts is an expert-level skill commonly required for Product Owner roles in the Product & Management field.
Kubernetes,Software Engineering,Site Reliability Engineer,Advanced,Kubernetes is an advanced-level skill commonly required for Site Reliability Engineer roles in the Software Engineering field.
Training,Business,Sales Engineer,Expert,Training is an expert-level skill commonly required for Sales Engineer roles in the Business field.
Manual Testing,Software Engineering,Frontend Developer,Beginner,Manual Testing is an beginner-level skill commonly required for Frontend Developer roles in the Software Engineering field.
CSS,Software Engineering,Frontend Developer,Beginner,CSS is an beginner-level skill commonly required for Frontend Developer roles in the Software Engineering field.
Snowflake,Data & AI,Data Engineer,Expert,Snowflake is an expert-level skill commonly required for Data Engineer roles in the Data & AI field.
Payroll,Business,Business Analyst,Advanced,Payroll is an advanced-level skill commonly required for Business Analyst roles in the Business field.
Scalability,Software Engineering,Mobile Developer,Beginner,Scalability is an beginner-level skill commonly required for Mobile Developer roles in the Software Engineering field.
Optimization,Software Engineering,Game Developer,Intermediate,Optimization is an intermediate-level skill commonly required for Game Developer roles in the Software Engineering field.
Performance Management,Business,Sales Engineer,Advanced,Performance Management is an advanced-level skill commonly required for Sales Engineer roles in the Business field.
Pandas,Data & AI,Data Scientist,Advanced,Pandas is an advanced-level skill commonly required for Data Scientist roles in the Data & AI field.
React Native,Software Engineering,Full Stack Developer,Advanced,React Native is an advanced-level skill commonly required for Full Stack Developer roles in the Software Engineering field.
UI Design,Software Engineering,Product Designer,Advanced,UI Design is an advanced-level skill commonly required for Product Designer roles in the Software Engineering field.
Cypress,Software Engineering,Game Developer,Expert,Cypress is an expert-level skill commonly required for Game Developer roles in the Software Engineering field.
SQL,Software Engineering,Data Analyst,Expert,SQL is an expert-level skill commonly required for Data Analyst roles in the Software Engineering field.
REST APIs,Software Engineering,Full Stack Developer,Beginner,REST APIs is an beginner-level skill commonly required for Full Stack Developer roles in the Software Engineering field.
Personas,Design,Graphic Designer,Intermediate,Personas is an intermediate-level skill commonly required for Graphic Designer roles in the Design field.
DAX,Data & AI,Data Scientist,Intermediate,DAX is an intermediate-level skill commonly required for Data Scientist roles in the Data & AI field.
Django,Software Engineering,Frontend Developer,Advanced,Django is an advanced-level skill commonly required for Frontend Developer roles in the Software Engineering field.
Risk Management,Product & Management,Product Owner,Expert,Risk Management is an expert-level skill commonly required for Product Owner roles in the Product & Management field.
Python,Software Engineering,Full Stack Developer,Expert,Python is an expert-level skill commonly required for Full Stack Developer roles in the Software Engineering field.
Analytics,Product & Management,Digital Marketing Specialist,Beginner,Analytics is an beginner-level skill commonly required for Digital Marketing Specialist roles in the Product & Management field.
Valuation,Business,Sales Engineer,Advanced,Valuation is an advanced-level skill commonly required for Sales Engineer roles in the Business field.
Networking,Cloud & Infrastructure,Network Engineer,Expert,Networking is an expert-level skill commonly required for Network Engineer roles in the Cloud & Infrastructure field.
CRM,Marketing,Growth Marketer,Intermediate,CRM is an intermediate-level skill commonly required for Growth Marketer roles in the Marketing field.
Encryption,Cloud & Infrastructure,Cloud Architect,Expert,Encryption is an expert-level skill commonly required for Cloud Architect roles in the Cloud & Infrastructure field.
C++,Software Engineering,Software Architect,Intermediate,C++ is an intermediate-level skill commonly required for Software Architect roles in the Software Engineering field.
Kafka,Software Engineering,Game Developer,Expert,Kafka is an expert-level skill commonly required for Game Developer roles in the Software Engineering field.
Security,Cloud & Infrastructure,Database Administrator,Beginner,Security is an beginner-level skill commonly required for Database Administrator roles in the Cloud & Infrastructure field.
Cypress,Software Engineering,Software Architect,Beginner,Cypress is an beginner-level skill commonly required for Software Architect roles in the Software Engineering field.
Agile,Product & Management,Project Manager,Expert,Agile is an expert-level skill commonly required for Project Manager roles in the Product & Management field.
Sass,Software Engineering,QA Engineer,Intermediate,Sass is an intermediate-level skill commonly required for QA Engineer roles in the Software Engineering field.
CSS,Software Engineering,Full Stack Developer,Intermediate,CSS is an intermediate-level skill commonly required for Full Stack Developer roles in the Software Engineering field.
Firebase,Software Engineering,QA Engineer,Beginner,Firebase is an beginner-level skill commonly required for QA Engineer roles in the Software Engineering field.
Unreal Engine,Software Engineering,DevOps Engineer,Advanced,Unreal Engine is an advanced-level skill commonly required for DevOps Engineer roles in the Software Engineering field.
UML,Business,Financial Analyst,Intermediate,UML is an intermediate-level skill commonly required for Financial Analyst roles in the Business field.
Branding,Design,Graphic Designer,Intermediate,Branding is an intermediate-level skill commonly required for Graphic Designer roles in the Design field.
Print Design,Design,UX Designer,Expert,Print Design is an expert-level skill commonly required for UX Designer roles in the Design field.
DNS,Cloud & Infrastructure,Cloud Architect,Expert,DNS is an expert-level skill commonly required for Cloud Architect roles in the Cloud & Infrastructure field.
Compliance,Business,Sales Engineer,Advanced,Compliance is an advanced-level skill commonly required for Sales Engineer roles in the Business field.
Power BI,Data & AI,Financial Analyst,Intermediate,Power BI is an intermediate-level skill commonly required for Financial Analyst roles in the Data & AI field.
PyTorch,Data & AI,Business Intelligence Analyst,Expert,PyTorch is an expert-level skill commonly required for Business Intelligence Analyst roles in the Data & AI field.
Jenkins,Software Engineering,Game Developer,Advanced,Jenkins is an advanced-level skill commonly required for Game Developer roles in the Software Engineering field.
On-page SEO,Marketing,Content Strategist,Advanced,On-page SEO is an advanced-level skill commonly required for Content Strategist roles in the Marketing field.
Excel,Data & AI,Data Scientist,Advanced,Excel is an advanced-level skill commonly required for Data Scientist roles in the Data & AI field.
Network Security,Cloud & Infrastructure,Cloud Architect,Beginner,Network Security is an beginner-level skill commonly required for Cloud Architect roles in the Cloud & Infrastructure field.
Creativity,Design,Interaction Designer,Advanced,Creativity is an advanced-level skill commonly required for Interaction Designer roles in the Design field.
Layout Design,Design,UX Designer,Expert,Layout Design is an expert-level skill commonly required for UX Designer roles in the Design field.
