title,category,skills,level,description
Intern Cloud Architect,Cloud & Infrastructure,GCP; Azure; System Design; AWS,Bachelor's Degree,"Detail-oriented Cloud Architect with 0 years of experience skilled in GCP, Azure, System Design. Holds a Bachelor's Degree. Seeking to leverage expertise to deliver impact."
Lead Data Scientist,Data & AI,Pandas; Jupyter; Python; Statistics; TensorFlow,Bachelor's Degree,"Detail-oriented Data Scientist with 13 years of experience skilled in Pandas, Jupyter, Python. Holds a Bachelor's Degree. Seeking to leverage expertise to deliver impact."
Lead Data Scientist,Data & AI,Statistics; Pandas; Data Visualization; Python; Jupyter; TensorFlow; Machine Learning,High School,"Passionate Data Scientist with 13 years of experience skilled in Statistics, Pandas, Data Visualization. Holds a High School. Seeking to leverage expertise to deliver impact."
Principal QA Engineer,Software Engineering,Selenium; Jira; JUnit; Test Automation,High School,"Dedicated QA Engineer with 12 years of experience skilled in Selenium, Jira, JUnit. Holds a High School. Seeking to leverage expertise to deliver impact."
Principal Graphic Designer,Design,Typography; Adobe XD; Print Design; Layout Design; Creativity; Branding; Illustrator; Color Theory,PhD,"Results-driven Graphic Designer with 16 years of experience skilled in Typography, Adobe XD, Print Design. Holds a PhD. Seeking to leverage expertise to deliver impact."
Junior SEO Specialist,Marketing,SEO; Keyword Research; Google Analytics; Copywriting; On-page SEO; SEMrush; Content Strategy; Technical SEO,High School,"Motivated SEO Specialist with 1 years of experience skilled in SEO, Keyword Research, Google Analytics. Holds a High School. Seeking to leverage expertise to deliver impact."
Mid-level Data Engineer,Data & AI,Spark; AWS; Kafka; Snowflake; Airflow,Associate Degree,"Dedicated Data Engineer with 5 years of experience skilled in Spark, AWS, Kafka. Holds a Associate Degree. Seeking to leverage expertise to deliver impact."
Mid-level AI Researcher,Data & AI,Reinforcement Learning; Python; Mathematics; PyTorch; Deep Learning,High School,"Detail-oriented AI Researcher with 3 years of experience skilled in Reinforcement Learning, Python, Mathematics. Holds a High School. Seeking to leverage expertise to deliver impact."
Mid-level Growth Marketer,Marketing,CRM; Email Marketing; A/B Testing; Funnel Optimization,High School,"Detail-oriented Growth Marketer with 6 years of experience skilled in CRM, Email Marketing, A/B Testing. Holds a High School. Seeking to leverage expertise to deliver impact."
Lead Graphic Designer,Design,Print Design; Illustrator; Branding; Layout Design; InDesign; Typography,Master's Degree,"Innovative Graphic Designer with 10 years of experience skilled in Print Design, Illustrator, Branding. Holds a Master's Degree. Seeking to leverage expertise to deliver impact."
Mid-level Growth Marketer,Marketing,Funnel Optimization; Experimentation; SEO; A/B Testing; Paid Ads; Email Marketing; Growth Hacking,Master's Degree,"Collaborative Growth Marketer with 5 years of experience skilled in Funnel Optimization, Experimentation, SEO. Holds a Master's Degree. Seeking to leverage expertise to deliver impact."
Mid-level Content Strategist,Marketing,Brand Voice; Social Media; Research; Copywriting; CMS; Editorial Planning; Storytelling,Associate Degree,"Innovative Content Strategist with 3 years of experience skilled in Brand Voice, Social Media, Research. Holds a Associate Degree. Seeking to leverage expertise to deliver impact."
Principal Scrum Master,Product & Management,Sprint Planning; Kanban; Scrum; Jira; Communication,Associate Degree,"Passionate Scrum Master with 14 years of experience skilled in Sprint Planning, Kanban, Scrum. Holds a Associate Degree. Seeking to leverage expertise to deliver impact."
Intern NLP Engineer,Data & AI,Text Mining; BERT; spaCy; Deep Learning,Associate Degree,"Results-driven NLP Engineer with 1 years of experience skilled in Text Mining, BERT, spaCy. Holds a Associate Degree. Seeking to leverage expertise to deliver impact."
Senior Growth Marketer,Marketing,Paid Ads; Experimentation; CRM; A/B Testing; Email Marketing,PhD,"Collaborative Growth Marketer with 9 years of experience skilled in Paid Ads, Experimentation, CRM. Holds a PhD. Seeking to leverage expertise to deliver impact."
Senior Digital Marketing Specialist,Marketing,Copywriting; SEO; Social Media; CRM; Campaign Management,Master's Degree,"Experienced Digital Marketing Specialist with 8 years of experience skilled in Copywriting, SEO, Social Media. Holds a Master's Degree. Seeking to leverage expertise to deliver impact."
Junior Data Scientist,Data & AI,TensorFlow; Scikit-learn; SQL; Data Visualization; Python; NumPy; Pandas; Jupyter,Bachelor's Degree,"Dedicated Data Scientist with 3 years of experience skilled in TensorFlow, Scikit-learn, SQL. Holds a Bachelor's Degree. Seeking to leverage expertise to deliver impact."
Intern Operations Manager,Business,Supply Chain; Vendor Management; Leadership; Communication; Analytics; Lean; Process Improvement; Budgeting,High School,"Results-driven Operations Manager with 1 years of experience skilled in Supply Chain, Vendor Management, Leadership. Holds a High School. Seeking to leverage expertise to deliver impact."
Mid-level SEO Specialist,Marketing,Link Building; HTML; Technical SEO; On-page SEO; Keyword Research; Google Analytics; Copywriting,PhD,"Innovative SEO Specialist with 5 years of experience skilled in Link Building, HTML, Technical SEO. Holds a PhD. Seeking to leverage expertise to deliver impact."
Mid-level Database Administrator,Cloud & Infrastructure,MySQL; Performance Tuning; Oracle; Linux; Backup & Recovery,Associate Degree,"Collaborative Database Administrator with 4 years of experience skilled in MySQL, Performance Tuning, Oracle. Holds a Associate Degree. Seeking to leverage expertise to deliver impact."
Senior Database Administrator,Cloud & Infrastructure,Performance Tuning; Linux; PostgreSQL; Oracle,PhD,"Innovative Database Administrator with 7 years of experience skilled in Performance Tuning, Linux, PostgreSQL. Holds a PhD. Seeking to leverage expertise to deliver impact."
Lead QA Engineer,Software Engineering,Python; Manual Testing; Test Automation; JUnit; Jira; Bug Tracking; Cypress,Associate Degree,"Innovative QA Engineer with 13 years of experience skilled in Python, Manual Testing, Test Automation. Holds a Associate Degree. Seeking to leverage expertise to deliver impact."
Senior Mobile Developer,Software Engineering,React Native; Kotlin; iOS; Flutter; Android SDK,PhD,"Passionate Mobile Developer with 9 years of experience skilled in React Native, Kotlin, iOS. Holds a PhD. Seeking to leverage expertise to deliver impact."
Mid-level UI Designer,Design,Color Theory; CSS; Prototyping; Design Systems; Wireframing; Sketch; Figma,High School,"Motivated UI Designer with 5 years of experience skilled in Color Theory, CSS, Prototyping. Holds a High School. Seeking to leverage expertise to deliver impact."
Lead Cloud Engineer,Cloud & Infrastructure,Kubernetes; Python; CloudFormation; CI/CD; AWS; Docker,Associate Degree,"Passionate Cloud Engineer with 10 years of experience skilled in Kubernetes, Python, CloudFormation. Holds a Associate Degree. Seeking to leverage expertise to deliver impact."
Intern UX Designer,Design,Personas; Wireframing; Information Architecture; Prototyping,Master's Degree,"Dedicated UX Designer with 0 years of experience skilled in Personas, Wireframing, Information Architecture. Holds a Master's Degree. Seeking to leverage expertise to deliver impact."
Junior Security Engineer,Cloud & Infrastructure,Incident Response; Linux; Penetration Testing; SIEM; Firewalls; Python; Network Security; Encryption,Master's Degree,"Experienced Security Engineer with 3 years of experience skilled in Incident Response, Linux, Penetration Testing. Holds a Master's Degree. Seeking to leverage expertise to deliver impact."
Lead Data Analyst,Data & AI,Statistics; SQL; Excel; Reporting; Tableau,Master's Degree,"Innovative Data Analyst with 12 years of experience skilled in Statistics, SQL, Excel. Holds a Master's Degree. Seeking to leverage expertise to deliver impact."
Mid-level Data Scientist,Data & AI,Data Visualization; Python; SQL; Statistics; NumPy; Scikit-learn; Pandas,PhD,"Results-driven Data Scientist with 5 years of experience skilled in Data Visualization, Python, SQL. Holds a PhD. Seeking to leverage expertise to deliver impact."
Mid-level Sales Engineer,Business,Cloud; Technical Sales; APIs; Solution Design; Presentations; CRM,High School,"Detail-oriented Sales Engineer with 6 years of experience skilled in Cloud, Technical Sales, APIs. Holds a High School. Seeking to leverage expertise to deliver impact."
Junior Site Reliability Engineer,Software Engineering,Go; Grafana; Linux; Kubernetes,Bachelor's Degree,"Innovative Site Reliability Engineer with 2 years of experience skilled in Go, Grafana, Linux. Holds a Bachelor's Degree. Seeking to leverage expertise to deliver impact."
Senior QA Engineer,Software Engineering,Test Automation; Python; Jira; Manual Testing; Selenium; CI/CD,Master's Degree,"Passionate QA Engineer with 9 years of experience skilled in Test Automation, Python, Jira. Holds a Master's Degree. Seeking to leverage expertise to deliver impact."
Intern Security Engineer,Cloud & Infrastructure,Incident Response; SIEM; Penetration Testing; Python; OWASP,Associate Degree,"Results-driven Security Engineer with 0 years of experience skilled in Incident Response, SIEM, Penetration Testing. Holds a Associate Degree. Seeking to leverage expertise to deliver impact."
Principal Sales Engineer,Business,Technical Sales; Cloud; Communication; Customer Success; APIs; Solution Design; CRM; Negotiation,Associate Degree,"Innovative Sales Engineer with 14 years of experience skilled in Technical Sales, Cloud, Communication. Holds a Associate Degree. Seeking to leverage expertise to deliver impact."
Senior Graphic Designer,Design,Photoshop; Creativity; Branding; Typography; Print Design; Color Theory; Layout Design,Associate Degree,"Results-driven Graphic Designer with 6 years of experience skilled in Photoshop, Creativity, Branding. Holds a Associate Degree. Seeking to leverage expertise to deliver impact."
Junior NLP Engineer,Data & AI,BERT; Python; Machine Learning; Tokenization; Deep Learning; PyTorch; spaCy; Transformers,Master's Degree,"Motivated NLP Engineer with 1 years of experience skilled in BERT, Python, Machine Learning. Holds a Master's Degree. Seeking to leverage expertise to deliver impact."
Lead Data Scientist,Data & AI,Jupyter; Machine Learning; Data Visualization; TensorFlow,PhD,"Dedicated Data Scientist with 10 years of experience skilled in Jupyter, Machine Learning, Data Visualization. Holds a PhD. Seeking to leverage expertise to deliver impact."
Junior Data Analyst,Data & AI,Python; Statistics; Power BI; Tableau; Data Cleaning; Pandas; SQL; Reporting,Master's Degree,"Results-driven Data Analyst with 2 years of experience skilled in Python, Statistics, Power BI. Holds a Master's Degree. Seeking to leverage expertise to deliver impact."
Lead SEO Specialist,Marketing,SEMrush; Link Building; Google Analytics; SEO; HTML; Copywriting; Technical SEO; On-page SEO,Associate Degree,"Motivated SEO Specialist with 14 years of experience skilled in SEMrush, Link Building, Google Analytics. Holds a Associate Degree. Seeking to leverage expertise to deliver impact."
Principal Database Administrator,Cloud & Infrastructure,Oracle; Backup & Recovery; Performance Tuning; Security; SQL; PostgreSQL,Associate Degree,"Results-driven Database Administrator with 16 years of experience skilled in Oracle, Backup & Recovery, Performance Tuning. Holds a Associate Degree. Seeking to leverage expertise to deliver impact."
Intern Product Designer,Design,Prototyping; Wireframing; Design Systems; Sketch; UI Design,Bachelor's Degree,"Collaborative Product Designer with 1 years of experience skilled in Prototyping, Wireframing, Design Systems. Holds a Bachelor's Degree. Seeking to leverage expertise to deliver impact."
Lead Program Manager,Product & Management,Strategy; Leadership; Budgeting; Communication; Agile,Associate Degree,"Detail-oriented Program Manager with 14 years of experience skilled in Strategy, Leadership, Budgeting. Holds a Associate Degree. Seeking to leverage expertise to deliver impact."
Intern Operations Manager,Business,Operations Management; Communication; Vendor Management; Supply Chain,Bachelor's Degree,"Collaborative Operations Manager with 0 years of experience skilled in Operations Management, Communication, Vendor Management. Holds a Bachelor's Degree. Seeking to leverage expertise to deliver impact."
Principal Scrum Master,Product & Management,Facilitation; Agile; Scrum; Servant Leadership; Communication; Kanban; Jira; Sprint Planning,High School,"Experienced Scrum Master with 17 years of experience skilled in Facilitation, Agile, Scrum. Holds a High School. Seeking to leverage expertise to deliver impact."
Principal Product Owner,Product & Management,Stakeholder Management; Backlog Management; User Stories; Agile,Bachelor's Degree,"Collaborative Product Owner with 14 years of experience skilled in Stakeholder Management, Backlog Management, User Stories. Holds a Bachelor's Degree. Seeking to leverage expertise to deliver impact."
Intern NLP Engineer,Data & AI,BERT; spaCy; Python; Tokenization,Associate Degree,"Collaborative NLP Engineer with 0 years of experience skilled in BERT, spaCy, Python. Holds a Associate Degree. Seeking to leverage expertise to deliver impact."
Principal Business Analyst,Business,Stakeholder Management; Communication; Requirements Gathering; Documentation; UML; Process Modeling; Data Analysis; Excel,Associate Degree,"Detail-oriented Business Analyst with 14 years of experience skilled in Stakeholder Management, Communication, Requirements Gathering. Holds a Associate Degree. Seeking to leverage expertise to deliver impact."
Principal Program Manager,Product & Management,Program Management; Leadership; Strategy; Risk Management; Communication; Agile; Stakeholder Management,PhD,"Results-driven Program Manager with 12 years of experience skilled in Program Management, Leadership, Strategy. Holds a PhD. Seeking to leverage expertise to deliver impact."
Mid-level DevOps Engineer,Software Engineering,Linux; Terraform; CI/CD; Docker; Jenkins; AWS,Associate Degree,"Collaborative DevOps Engineer with 4 years of experience skilled in Linux, Terraform, CI/CD. Holds a Associate Degree. Seeking to leverage expertise to deliver impact."
Principal Frontend Developer,Software Engineering,Accessibility; Webpack; Sass; Jest,High School,"Experienced Frontend Developer with 15 years of experience skilled in Accessibility, Webpack, Sass. Holds a High School. Seeking to leverage expertise to deliver impact."
Intern Project Manager,Product & Management,Jira; Communication; Gantt Charts; Stakeholder Management; Scrum; Risk Management; Planning; Budgeting,Bachelor's Degree,"Innovative Project Manager with 0 years of experience skilled in Jira, Communication, Gantt Charts. Holds a Bachelor's Degree. Seeking to leverage expertise to deliver impact."
Junior Product Owner,Product & Management,Roadmapping; Scrum; Analytics; Agile; Jira; User Stories; Prioritization; Communication,Master's Degree,"Innovative Product Owner with 3 years of experience skilled in Roadmapping, Scrum, Analytics. Holds a Master's Degree. Seeking to leverage expertise to deliver impact."
Intern Digital Marketing Specialist,Marketing,Analytics; Content Marketing; Social Media; CRM; Copywriting; Email Marketing; A/B Testing; Campaign Management,High School,"Innovative Digital Marketing Specialist with 0 years of experience skilled in Analytics, Content Marketing, Social Media. Holds a High School. Seeking to leverage expertise to deliver impact."
Principal Cloud Architect,Cloud & Infrastructure,Cost Optimization; Kubernetes; GCP; Networking; Terraform,Associate Degree,"Dedicated Cloud Architect with 14 years of experience skilled in Cost Optimization, Kubernetes, GCP. Holds a Associate Degree. Seeking to leverage expertise to deliver impact."
Senior QA Engineer,Software Engineering,CI/CD; Bug Tracking; Selenium; Manual Testing,PhD,"Results-driven QA Engineer with 6 years of experience skilled in CI/CD, Bug Tracking, Selenium. Holds a PhD. Seeking to leverage expertise to deliver impact."
Lead AI Researcher,Data & AI,Research; Machine Learning; NLP; Python; PyTorch,Bachelor's Degree,"Dedicated AI Researcher with 13 years of experience skilled in Research, Machine Learning, NLP. Holds a Bachelor's Degree. Seeking to leverage expertise to deliver impact."
Principal Cloud Engineer,Cloud & Infrastructure,Kubernetes; CI/CD; Python; CloudFormation; AWS; Terraform; Monitoring,Associate Degree,"Results-driven Cloud Engineer with 14 years of experience skilled in Kubernetes, CI/CD, Python. Holds a Associate Degree. Seeking to leverage expertise to deliver impact."
Intern Cloud Architect,Cloud & Infrastructure,GCP; Azure; Terraform; Microservices; System Design; Cost Optimization; Networking,Associate Degree,"Results-driven Cloud Architect with 0 years of experience skilled in GCP, Azure, Terraform. Holds a Associate Degree. Seeking to leverage expertise to deliver impact."
Intern Backend Developer,Software Engineering,Java; SQL; Node.js; Spring Boot; Django; Python,Bachelor's Degree,"Collaborative Backend Developer with 0 years of experience skilled in Java, SQL, Node.js. Holds a Bachelor's Degree. Seeking to leverage expertise to deliver impact."
Senior Game Developer,Software Engineering,Shaders; Unity; 3D Math; C++; Unreal Engine; Optimization,Bachelor's Degree,"Dedicated Game Developer with 7 years of experience skilled in Shaders, Unity, 3D Math. Holds a Bachelor's Degree. Seeking to leverage expertise to deliver impact."
Lead Operations Manager,Business,Communication; Operations Management; Six Sigma; Vendor Management; Budgeting; Supply Chain; Leadership,Bachelor's Degree,"Collaborative Operations Manager with 8 years of experience skilled in Communication, Operations Management, Six Sigma. Holds a Bachelor's Degree. Seeking to leverage expertise to deliver impact."
Lead Scrum Master,Product & Management,Sprint Planning; Kanban; Retrospectives; Scrum,High School,"Collaborative Scrum Master with 11 years of experience skilled in Sprint Planning, Kanban, Retrospectives. Holds a High School. Seeking to leverage expertise to deliver impact."
Senior QA Engineer,Software Engineering,CI/CD; Test Automation; Bug Tracking; Python; Postman; Selenium,Master's Degree,"Innovative QA Engineer with 9 years of experience skilled in CI/CD, Test Automation, Bug Tracking. Holds a Master's Degree. Seeking to leverage expertise to deliver impact."
Lead Business Intelligence Analyst,Data & AI,SQL; ETL; DAX; Reporting; Python; Data Warehousing; Power BI,Master's Degree,"Detail-oriented Business Intelligence Analyst with 12 years of experience skilled in SQL, ETL, DAX. Holds a Master's Degree. Seeking to leverage expertise to deliver impact."
Principal Frontend Developer,Software Engineering,Accessibility; JavaScript; Sass; Jest; CSS,Master's Degree,"Experienced Frontend Developer with 14 years of experience skilled in Accessibility, JavaScript, Sass. Holds a Master's Degree. Seeking to leverage expertise to deliver impact."
Senior Database Administrator,Cloud & Infrastructure,SQL; Backup & Recovery; PostgreSQL; Performance Tuning; Linux; Oracle; MongoDB; Replication,Associate Degree,"Results-driven Database Administrator with 8 years of experience skilled in SQL, Backup & Recovery, PostgreSQL. Holds a Associate Degree. Seeking to leverage expertise to deliver impact."
Lead UX Designer,Design,Personas; Wireframing; Figma; Accessibility; User Research; Design Thinking,Master's Degree,"Motivated UX Designer with 11 years of experience skilled in Personas, Wireframing, Figma. Holds a Master's Degree. Seeking to leverage expertise to deliver impact."
Senior Frontend Developer,Software Engineering,Webpack; JavaScript; CSS; TypeScript; Accessibility,PhD,"Collaborative Frontend Developer with 8 years of experience skilled in Webpack, JavaScript, CSS. Holds a PhD. Seeking to leverage expertise to deliver impact."
Principal Computer Vision Engineer,Data & AI,OpenCV; CUDA; PyTorch; C++; TensorFlow; CNN; Python,Master's Degree,"Innovative Computer Vision Engineer with 19 years of experience skilled in OpenCV, CUDA, PyTorch. Holds a Master's Degree. Seeking to leverage expertise to deliver impact."
Intern Digital Marketing Specialist,Marketing,Social Media; CRM; Google Ads; Email Marketing; Campaign Management; SEO; Content Marketing; Copywriting,High School,"Detail-oriented Digital Marketing Specialist with 1 years of experience skilled in Social Media, CRM, Google Ads. Holds a High School. Seeking to leverage expertise to deliver impact."
Mid-level QA Engineer,Software Engineering,Python; Jira; JUnit; Test Automation; Selenium; Postman,High School,"Passionate QA Engineer with 4 years of experience skilled in Python, Jira, JUnit. Holds a High School. Seeking to leverage expertise to deliver impact."
Senior Machine Learning Engineer,Data & AI,Docker; SQL; MLOps; Scikit-learn; Python; TensorFlow; Machine Learning; Model Deployment,High School,"Motivated Machine Learning Engineer with 10 years of experience skilled in Docker, SQL, MLOps. Holds a High School. Seeking to leverage expertise to deliver impact."
Junior Machine Learning Engineer,Data & AI,PyTorch; Machine Learning; Python; Model Deployment; Deep Learning; MLOps,High School,"Experienced Machine Learning Engineer with 1 years of experience skilled in PyTorch, Machine Learning, Python. Holds a High School. Seeking to leverage expertise to deliver impact."
Lead Business Analyst,Business,Stakeholder Management; Excel; Documentation; SQL,Master's Degree,"Motivated Business Analyst with 14 years of experience skilled in Stakeholder Management, Excel, Documentation. Holds a Master's Degree. Seeking to leverage expertise to deliver impact."
Principal Machine Learning Engineer,Data & AI,Deep Learning; Model Deployment; Scikit-learn; Python; TensorFlow; SQL; Machine Learning,Associate Degree,"Passionate Machine Learning Engineer with 14 years of experience skilled in Deep Learning, Model Deployment, Scikit-learn. Holds a Associate Degree. Seeking to leverage expertise to deliver impact."
Senior DevOps Engineer,Software Engineering,Kubernetes; AWS; Terraform; Jenkins; Linux; Bash; Monitoring; Ansible,High School,"Dedicated DevOps Engineer with 9 years of experience skilled in Kubernetes, AWS, Terraform. Holds a High School. Seeking to leverage expertise to deliver impact."
Mid-level Full Stack Developer,Software Engineering,JavaScript; Python; MongoDB; Git; Docker; SQL; React,Master's Degree,"Dedicated Full Stack Developer with 4 years of experience skilled in JavaScript, Python, MongoDB. Holds a Master's Degree. Seeking to leverage expertise to deliver impact."
Principal Sales Engineer,Business,Communication; APIs; Negotiation; Cloud; Technical Sales,PhD,"Results-driven Sales Engineer with 18 years of experience skilled in Communication, APIs, Negotiation. Holds a PhD. Seeking to leverage expertise to deliver impact."
Intern Product Owner,Product & Management,User Stories; Agile; Backlog Management; Communication; Roadmapping; Prioritization; Scrum; Jira,Bachelor's Degree,"Innovative Product Owner with 1 years of experience skilled in User Stories, Agile, Backlog Management. Holds a Bachelor's Degree. Seeking to leverage expertise to deliver impact."
Senior Product Designer,Design,Sketch; Usability Testing; Prototyping; Design Systems; UX Design; Figma; UI Design; User Research,PhD,"Detail-oriented Product Designer with 10 years of experience skilled in Sketch, Usability Testing, Prototyping. Holds a PhD. Seeking to leverage expertise to deliver impact."
Principal AI Researcher,Data & AI,Mathematics; Publications; Research; PyTorch; TensorFlow; Deep Learning,Bachelor's Degree,"Experienced AI Researcher with 15 years of experience skilled in Mathematics, Publications, Research. Holds a Bachelor's Degree. Seeking to leverage expertise to deliver impact."
Mid-level Machine Learning Engineer,Data & AI,Machine Learning; MLOps; SQL; Deep Learning; Scikit-learn; TensorFlow; Model Deployment; PyTorch,Associate Degree,"Innovative Machine Learning Engineer with 5 years of experience skilled in Machine Learning, MLOps, SQL. Holds a Associate Degree. Seeking to leverage expertise to deliver impact."
Lead Network Engineer,Cloud & Infrastructure,Firewalls; Linux; Cisco; Networking; Routing; DNS,Associate Degree,"Motivated Network Engineer with 13 years of experience skilled in Firewalls, Linux, Cisco. Holds a Associate Degree. Seeking to leverage expertise to deliver impact."
Principal Financial Analyst,Business,Accounting; Power BI; SQL; Excel; Forecasting; Reporting,PhD,"Collaborative Financial Analyst with 16 years of experience skilled in Accounting, Power BI, SQL. Holds a PhD. Seeking to leverage expertise to deliver impact."
Mid-level Network Engineer,Cloud & Infrastructure,VPN; TCP/IP; Security; Networking; Firewalls,High School,"Detail-oriented Network Engineer with 6 years of experience skilled in VPN, TCP/IP, Security. Holds a High School. Seeking to leverage expertise to deliver impact."
Mid-level Machine Learning Engineer,Data & AI,Deep Learning; SQL; MLOps; Model Deployment; Machine Learning; Scikit-learn; TensorFlow,High School,"Dedicated Machine Learning Engineer with 5 years of experience skilled in Deep Learning, SQL, MLOps. Holds a High School. Seeking to leverage expertise to deliver impact."
Senior HR Specialist,Business,Onboarding; Performance Management; Communication; HRIS; Employee Relations; Recruitment; Conflict Resolution; Payroll,Bachelor's Degree,"Results-driven HR Specialist with 6 years of experience skilled in Onboarding, Performance Management, Communication. Holds a Bachelor's Degree. Seeking to leverage expertise to deliver impact."
Intern Full Stack Developer,Software Engineering,React; Git; SQL; TypeScript; JavaScript; Python,High School,"Results-driven Full Stack Developer with 0 years of experience skilled in React, Git, SQL. Holds a High School. Seeking to leverage expertise to deliver impact."
Intern Frontend Developer,Software Engineering,Accessibility; CSS; Jest; HTML; TypeScript; Redux,PhD,"Experienced Frontend Developer with 0 years of experience skilled in Accessibility, CSS, Jest. Holds a PhD. Seeking to leverage expertise to deliver impact."
Mid-level Security Engineer,Cloud & Infrastructure,SIEM; Cybersecurity; Linux; Python; Penetration Testing,Master's Degree,"Motivated Security Engineer with 4 years of experience skilled in SIEM, Cybersecurity, Linux. Holds a Master's Degree. Seeking to leverage expertise to deliver impact."
Lead Network Engineer,Cloud & Infrastructure,Cisco; TCP/IP; VPN; Switching,High School,"Detail-oriented Network Engineer with 11 years of experience skilled in Cisco, TCP/IP, VPN. Holds a High School. Seeking to leverage expertise to deliver impact."
Senior Business Intelligence Analyst,Data & AI,Data Warehousing; Reporting; Tableau; Power BI; Excel,High School,"Results-driven Business Intelligence Analyst with 8 years of experience skilled in Data Warehousing, Reporting, Tableau. Holds a High School. Seeking to leverage expertise to deliver impact."
Principal Business Intelligence Analyst,Data & AI,Excel; Dashboards; Reporting; Power BI; Python; SQL,Master's Degree,"Collaborative Business Intelligence Analyst with 13 years of experience skilled in Excel, Dashboards, Reporting. Holds a Master's Degree. Seeking to leverage expertise to deliver impact."
